rail	voie ferrée	
trafic	circulation	
handicap	obstacle	
trust	entreprise	
mazout	mazout	
fuel	fioul	
cargo	navire de charge	
soft law	loi non contraignante	
lobby	groupe de pression	
week-end	fin de semaine	
score	résultat	
pléthore	surabondance	
financial stability	stabilité financière	
firme	entreprise	
interview	entrevue	
mix	mixage	
hot spots	points nevralgiques	
boycott	boycottage	
timing	temps	
lobbying	travail d'influence	
take-over	reprise	
leadership	direction	
crack	débacle	
lifting	lissage	
new look	nouveau souffle	
Uruguay round	Uruguay round	
fax	télécopieur	
marketing	mercatique	
leader	meneur	
business	commerce	
standard	norme	
label	étiquette	
capacity building	renforcer les capacités	
deal	accord	
deal	accord	
gin	genièvre	
jumping	saut	
cocktail	mélange	
club	cercle	
caudillo	leader	
boom	expansion	
slogan	formule	
express	express	
shopping	achats	
audit	vérification des comptes	
doper	stimuler	
boomerang	boomerang	
early warning	alerte précoce	
cash management	gestion des liquidités	
leitmotiv	thème	
fair-play	fairplay	
feedback	retour d'information	
manager	chef d'entreprise	
superman	surhommes	
offshore	en mer	
ersatz	succédané	
gang	bande	
barmaid	serveuse de bar	
clip	clip	
light	léger	
mild	doux	
overdose	surdose	
putsch	coup d'état	
badge	insigne	
ferry	navire	
bonus	bonus	
kidnapper	enlever	
show	spectacle	
establishment	establishment	
realpolitik	realpolitik	
roll back	retour en arriére	
containment	confinement	
basket-ball	basket-ball	
revolver	revolver	
sprinter	sprinteur	
rugby	rugby	
diesel	diésel	
fioul	mazout	
spot	au comptant	
puzzle	puzzle	
chewing-gum	chewing-gum	
hip	branché	
cool	cool	
armada	multitude	
challenge	challenge	
conscientiser	sensibiliser	
surfer	surfer	
ticket	ticket	
stop	stop	
penny	penny	
pull-over	chandail	
hamac	hamac	
coke	coke	
hall	vestibule	
magazine	revue	
interviewer	interroger	
set aside	de mise en réserve	
cricket	cricket	
internet	internet	
flirter	flirter	
container	conteneur	
short sea shipping	transport maritime de courte distance	
coca	coca	
guérillero	guérillero	
hormone	hormone	
toast	toast	
tequila	tequila	
mammouth	géants	
raid	raid	
fan	admirateur	
sandwich	sandwich	
briefing	aide-mémoire	
clown	clown	
terminus	terminus	
kidnapping	rapt	
obsolescence	obsolescence	
bottom up	bottom up	
drink driving	conduite en état d'ébriété	
pub	pub	
pogrom	pogrome	
monitoring	surveillance	
bunker	bunker	
hold-up	hold-up	
copyright	copyright	
gay pride	gay pride	
stand by	veille	
cow-boy	cow-boy	
consumérisme	consumérisme	
data streaming	diffusion de données	
sexy	sexy	
gentleman	gentleman	
star wars	guerre des étoiles	
kamikaze	kamikaze	
jogging	course à pied	
meeting	séance de réunion	
tramway	tram	
master	master	
rhum	rhum	
bluff	bluff	
touron	nougat	
businessman	homme d'affaires	
gag	plaisanterie	
bulldog	bouledogue	
patchwork	patchwork	
lama	lama	
base-ball	base-ball	
farm bill	projet de loi agricole	
lambda	ordinaires	
spam	pourriel	
sprint	sprint	
paella	paélia	
tract	prospectus	
pudding	pouding	
sponsor	promoteur	
western	western	
reporting	rapport	
sniper	tireur	
charter	charter	
lobbies	groupes de pression	
full point	point final	
gadget	gadget	
fitness	de mise en forme	
sonar	sonar	
remake	remake	
night-clubs	boites de nuit	
rave parties	soirées rave	
implémenter	mettre en oeuvre	
drone	drone	
non-stop	ininterrompue	
ring	ring	
miss	miss	
pin-up	pin-up	
round	round	
European way of life	mode de vie européen	
kit	kit	
shampooing	shampoing	
script	script	
paddy	non décortiqué	
design	design	
bulldozer	bulldozer	
joker	joker	
caoutchouc	caoutchouc	
pipeline	oléoduc	
tee-shirt	t-shirt	
sketch	sketch	
dealer	pourvoyeur	
matador	matador	
blues	cafard	
blog	blog	
cluster	regroupement	
judoka	judoka	
yacht	yacht	
campesinos	agriculteurs	
gay	homosexuel	
job	travail	
thriller	thriller	
scooter	scooter	
punch	ponch	
LED	DEL	
penalty	but de pénalité	
penalty	but de sanction	
match	partie	
weekend	fin de semaine	
addiction	dépendance	
sex-appeal	charme sensuel	
samba	samba	
cockpit	cabine de pilotage	
webcam	cybercaméra	
staff	équipe	
chelem	chelem	
coach	entraineur	
rush	ruée	
scanner	scanner	
squatter	occuper	
macho	phallocrate	
SUV	VUS	
camarilla	coterie	
baby boom	baby boom	
papy boom	papy boom	
résilience	résilience	
trader	opérateur financier	
ketchup	ketchup	
yoghourt	yaourt	
brain drain	fuite des cerveaux	
brain gain	apport de cerveaux	
bacon	bacon	
caméraman	caméraman	
handball	handball	
speed vote	vote accéléré	
corrida	tauromachie	
remix	remix	
roadmap	feuille de route	
flirt	flirt	
hinterland	arrière-pays	
dumping	dumping	
FAQ	FAQ	
lady	lady	
cake	gâteau	
bifteck	bifteck	
silo	silo	
tchador	tchador	
hacienda	propriété foncière	
boat-people	boat-people	
best-seller	livre à grand succès	
casting	casting	
punk	punk	
scoop	scoop	
hardware	équipement	
yakusa	yakusa	
derby	derby	
bluffer	tromper	
boss	chefs	
split screen	écran divisé	
doping	dopage	
mikado	mikado	
baseball	baseball	
business	affaire	
top	sommet	
label	étiquette	
bacon	lard	
toast	tranche de pain	
mail	courriel	
management	gestion	
internet	internet	
consumérisme	surconsommation	
shopping	shopping	
trafic	trafic	
bar	comptoir	
gang	bande	
handicap	handicap	
kamikaze	kamikaze	
kamikaze	kamikaze	
basket-ball	basket-ball	
club	canne	
short	short	
kaki	kaki	
slogan	slogan	
slogan	slogan	
design	design	
logo	logo	
hall	hall	
scanner	scanner	
fan	admirateur	
ferry	bac	
marketing	marketing	
cool	chouettes	
guérillero	guérillero	
tank	char d'assaut	
express	express	
overdose	surdose	
SUV	SUV	
airbag	sac gonflable	
dealer	faire du commerce	
top	débardeur	
star	vedette	
sexy	sexy	
football	football	
courts de tennis	terrains de tennis	
barbecue	grillade	
stress	stress	
coyote	coyote	
flip	retournement	
interview	entretien	
hippie	hippie	
email	courriel	
blog	blog	
spot	site	
job	travail	
