出口	外销	Japanese
雷	雷	Japanese
安娜	安娜	Ukrainian
吧	罷	
中國	華夏	Japanese
北極	北極	
世界	天下	Japanese
注射	打针	Japanese
新加坡	新加坡	English
國家	國家	
經濟	經濟	Japanese
營養	營養	Japanese
迷思	傳言	
海洛因	海洛因	
穆斯林	穆斯林	Arabic
市場	市場	
坦克	铁甲车	
粉	迷	English
乙醚	乙醚	
苯	苯	English
背景	底子	Japanese
方案	计划	Japanese
基督	基督	
巴黎	巴黎	French
博客	网络日记	
智利	智利	English
瑜伽	瑜伽	
詹姆斯	詹姆斯	English
莫斯科	莫斯科	English
喇嘛	法师	Manchu
俱乐部	会所	
米夏埃尔	米夏埃尔	
阿卜杜拉	阿卜杜拉	Arabic
墨西哥	墨西哥	English
里斯本	里斯本	English
巧克力	巧克力	
迪士尼	迪士尼	English
支付	付款	Japanese
波蘭	波蘭	English
德里	德里	English
波多黎各	波多黎各	English
引擎	发动机	
巴勒斯坦	巴勒斯坦	English
電話	電話	Japanese
營業	買賣	
電視	 電視	
廣告	廣告	Japanese
卢斯路易斯	卢斯路易斯	
取消	废止	Japanese
印度	印度	
咖喱	咖喱	
波本	波本	English
威士忌	威士忌	
幽默	风趣	
大阪	大阪	Japanese
可可	可可	
巧克力	巧克力	
漫畫	漫畫	Japanese
布鲁斯	布鲁斯	
希特勒	希特勒	German
浪漫	风花雪月	
宗教	宗教	Japanese
藝術	藝術	Japanese
列寧	列寧	Russian
基金會	基金會	
菲律賓	菲律賓	English
底特律	底特律	English
克隆	克隆	
啤酒	啤酒	
布朗	布朗	English
香槟	香槟	
基督教	基督教	Japanese
饮料	茶水	
卡扎菲	卡扎菲	Arabic
利比亚	利比亚	
未来	将来	
廣場	廣場	Japanese
立陶宛	立陶宛	German
民主	民主	
肯特	肯特	Manchu
悉尼	悉尼	English
叮噹貓	叮噹貓	
柏林	柏林	German
马拉松	马拉松	
德雷	德雷	
酒吧	酒馆	
布什	布什	English
磅	磅	English
埃文斯	埃文斯	English
巴士	公交车	
阿根廷	阿根廷	French
松下	松下	Japanese
质量	品质	
入口	门口	Japanese
模特	模特	
卡路里	卡路里	
例外	各异	Japanese
昌吉	昌吉	Manchu
克里斯布朗	克里斯布朗	
派对	聚會	
黑石	黑石	Japanese
扑克	扑克	
逻辑	逻辑	
咖啡	咖啡	
阿拉斯加	阿拉斯加	English
特魯多	特魯多	English
加拿大	加拿大	
魁北克	魁北克	English
蘇格蘭	蘇格蘭	English
斯洛伐克	斯洛伐克	English
沙拉	沙拉	
埃里克	埃里克	Turkish
耶和華	耶和華	English
中国	華夏	
特斯拉	特斯拉	English
解放	豁免	Japanese
埃及	埃及	English
理由	原因	Japanese
反應	迴響	Japanese
黛安娜	黛安娜	English
殖民	殖民	Japanese
伯明翰	伯明翰	English
朱古力	巧克力	English
海明威	海明威	English
安妮	安妮	French
料理	菜肴	Japanese
波音	波音	English
特朗普	特朗普	English
政府	政府	
普京	普京	Russian
芝加哥	芝加哥	English
警察	巡捕	
露西	露西	English
哈士奇	哈士奇	English
伏特加	伏特加	
托普	托普	
古巴	古巴	Spanish
政府	政府	
卡通	卡通	
尼加拉瓜	尼加拉瓜	English
奥尔特加	奥尔特加	
曼谷	曼谷	Thai
查理	查理	English
巧克力	巧克力	
公立	公立	Japanese
私立	私立	Japanese
芭芭拉	芭芭拉	English
電 感器	電 感器	
變壓器	變壓器	Japanese
基準	标准	Japanese
高尔夫	高尔夫	
俄羅斯	俄國	Manchu
哲學	哲學	Japanese
卡波特	城堡	
意大利	意大利	English
公司	公司	
阿塞拜疆	阿塞拜疆	English
威尼斯	威尼斯	English
内森 - 阿德里安	内森 - 阿德里安	
罗宾 威廉斯	罗宾 威廉斯	
帕金森氏症	帕金森氏症	
菲利普	菲利普	German
京都	京都	Japanese
