textíla	vefjarefnis	
textílum	vefjarefni	
sements	steinlíms	
prósentur	hundraðshlutar	
etanóli	vínanda	
platínu	hvítagulli	
prótíni	hvítuefni	
plani	fleti	
tómata	rauðaldin	
prótín	hvítuefni	
kíví	loðberja	
kartöflum	jarðeplum	
radíus	hringgeisla	
glúkósa	þrúgusykur	
laktósa	mjólkursykur	
plana	flata	
planið	flöturinn	
vatti	fóðurull	
pípettu	mælipípu	
kolbu	suðuflösku	
kolburnar	suðuflöskurnar	
kolbunum	suðuflöskunum	
kolbuna	suðuflöskuna	
kolba	suðuflaska	
alkóhóls	vínanda	
ensím	lífhvata	
kinroks	lampasóts	
karbónötum	kolsýrusöltum	
karbónata	kolsýrusalta	
sóda	öskusalti	
sódi	öskusalt	
karbónöt	kolsýrusölt	
karbónats	kolsýrusalts	
prótínið	hvítuefnið	
prótínsins	hvítuefnisins	
frúktósa	ávaxtasykurs	
prótíns	hvítuefnis	
prótína	hvítuefna	
sellulósi	beðmi	
prótínanna	hvítuefnanna	
prótínum	hvítuefnum	
kasíns	ostefnis	
lítrum	lítri	
sturtur	steypiböð	
sturtan	steypibaðið	
krónískar	langvinnar	
sturtu	steypibað	
karsa	garðperlur	
apríkósur	eiraldin	
appelsínur	glóaldin	
banana	bjúgaldin	
kolbunni	suðuflöskunni	
kolbunnar	suðuflöskunnar	
plasma	rafgös	
gröf	litrit	
graf	litrit	
vítamínum	fjörefnum	
lager	birgðir	
gen	erfðavísi	
plönum	flötum	
sellulósa	beðmi	
ensíma	lífhvata	
ensímum	lífhvötum	
lógaritmi	logri	
lógaritmar	lograr	
sánu	gufubað	
vítamíns	fjörefnis	
millilítra	millilítri	
spínat	bóndastoð	
fenniku	sígóða	
rabarbara	tröllasúru	
tríkínu	fleskorma	
alkóhól	vínandi	
komplexar	flókar	
ventla	loka	
katjón	járafa	
komplexinum	flókanum	
kolbur	suðuflöskur	
karbónati	kolsýrusalti	
grafinu	litritinu	
kolban	suðuflaskan	
kollagen	límgjafa	
túndra	freðmýrar	
spínats	bóndastoðar	
spínati	bóndastoð	
kartöflur	jarðepli	
brúttó	vergrar	
kinroki	lampasóti	
persóna	einstaklingur	
persónum	einstaklingum	
múffur	hólka	
múffurnar	hólkana	
múffa	hólkur	
etanóls	vínanda	
etanól	vínanda	
vítamína	fjörefna	
prósenta	hundraðshluta	
dróna	flygildi	
kúrfu	boglínu	
radíusi	hringgeisla	
radíusar	hringgeisla	
radíuss	hringgeisla	
radíusa	hringgeisla	
kúrfuna	boglínuna	
prósentum	hundraðshlutum	
ensímið	lífhvatinn	
asmi	kafmæði	
exems	útbrota	
exemi	útbrotum	
exem	útbrot	
ananas	granaldinum	
lúpínum	úlfabaunum	
lógaritmann	logrann	
bakteríunum	gerlunum	
millíbörum	millíbar	
rósmaríni	stranddögg	
kvaðratanna	ferningstalnanna	
kartaflna	jarðepla	
etanólinu	vínandanum	
banönum	bjúgaldinum	
sementi	steinlími	
frúktósi	ávaxtasykur	
vatt	fóðurull	
flaueli	flossilki	
slör	blæjur	
kreósóti	tjöruseyði	
asfalti	malbiki	
servíettur	munnþurrkur	
komplex	flókin	
skandíns	skandín	
insúlín	eyjavaki	
estrógen	brímavaki	
hormón	vaka	
hormónum	vökum	
smekkir	slefuspeldi	
snittað	skrúfskorið	
spagettí	hveitilengjum	
píanó	slaghörpu	
ensímsins	lífhvatans	
kollageni	límgjafa	
lípíðum	fituefnum	
baktería	gerla	
settinu	samstæðunni	
gena	erfðavísa	
pípetturnar	mælipípurnar	
pípettuna	mælipípuna	
glúkósans	þrúgusykursins	
pípettur	mælipípur	
estrógeni	brímavaka	
radíusnum	hringgeislanum	
lípíðinu	fituefninu	
lípíðs	fituefnis	
paraffíni	paraffín	
pípettum	mælipípum	
bakteríurnar	gerlarnir	
bakteríur	gerlana	
karbónat	kolsýrusalt	
fasar	áfangar	
fösum	stigum	
alkóhóli	áfengi	
kartöflunnar	jarðeplisins	
kasein	ostefni	
kaseini	ostefni	
laktósi	mjólkursykur	
laktósinn	mjólkursykurinn	
oxíðum	sýringum	
bakteríum	gerlum	
rukka	innheimta	
nettó	hrein	
alkóhólið	vínandann	
spássíu	blaðjaðar	
