textíla	vefjarefnis	
textílum	vefjarefni	
sements	steinlíms	
súkkulaði	súkkulaði	
kílómetra	kílómetra	
kílómetrar	kílómetrar	
kílógrömm	kílógrömm	
saffran	saffran	
númer	númer	
kalíum	kalíum	
prósentur	hundraðshlutar	
arseni	arseni	
úran	úran	
baríums	baríums	
klóróform	klóróform	
klóróformi	klóróformi	
mínútur	mínútur	
klóróformið	klóróformið	
terpentínu	terpentínu	
natríumhýdroxíði	natríumhýdroxíði	
benseni	benseni	
etanóli	vínanda	
metanól	metanól	
bensenið	bensenið	
platínu	hvítagulli	
sinki	sinki	
aflatoxín	aflatoxín	
númeri	númeri	
þemun	þemun	
milljónir	milljónir	
þemum	þemum	
prótíni	hvítuefni	
miljón	miljón	
lítra	lítra	
bensín	bensín	
senta	senta	
mínútu	mínútu	
mínútna	mínútna	
sentum	sentum	
metra	metra	
plasti	plasti	
plani	fleti	
númera	númera	
salat	salat	
tómata	rauðaldin	
tangeló	tangeló	
krydd	krydd	
formúlurnar	formúlurnar	
formúlunum	formúlunum	
formúlunni	formúlunni	
prótín	hvítuefni	
kítín	kítín	
kóðanum	kóðanum	
krómi	krómi	
hektara	hektara	
kíví	loðberja	
kartöflum	jarðeplum	
ester	ester	
estera	estera	
parabena	parabena	
paraben	paraben	
maís	maís	
milljón	milljón	
desímetrum	desímetrum	
radíus	hringgeisla	
milljarða	milljarða	
kakó	kakó	
konfekt	konfekt	
súkkulaðið	súkkulaðið	
glúkósa	þrúgusykur	
laktósa	mjólkursykur	
súkkulaðis	súkkulaðis	
kaffi	kaffi	
yards	yards	
metrar	metrar	
rúlli	rúlli	
formúlum	formúlum	
plana	flata	
planið	flöturinn	
vatti	fóðurull	
klóróformsins	klóróformsins	
klóróforms	klóróforms	
formúlanna	formúlanna	
ósons	ósons	
súlföt	súlföt	
natríumklóríði	natríumklóríði	
vanadíum	vanadíum	
pípettu	mælipípu	
sellu	sellu	
sella	sella	
ósoni	ósoni	
kolbu	suðuflösku	
nítrati	nítrati	
kolburnar	suðuflöskurnar	
sellunni	sellunni	
kolbunum	suðuflöskunum	
míkrógrömmum	míkrógrömmum	
kolbuna	suðuflöskuna	
kolba	suðuflaska	
lítrar	lítrar	
natríumklóríð	natríumklóríð	
metanóli	metanóli	
myllur	myllur	
makríll	makríll	
metanóls	metanóls	
alkóhóls	vínanda	
myllunnar	myllunnar	
sílóum	sílóum	
kóði	kóði	
ensím	lífhvata	
lakkrís	lakkrís	
bensen	bensen	
óson	óson	
kóða	kóða	
kóðana	kóðana	
metan	metan	
metani	metani	
kóðar	kóðar	
kíló	kíló	
kadmíums	kadmíums	
kadmíum	kadmíum	
kinroks	lampasóts	
karbónötum	kolsýrusöltum	
dólómíti	dólómíti	
dólómít	dólómít	
karbónata	kolsýrusalta	
dólómítinu	dólómítinu	
magnesíum	magnesíum	
sóda	öskusalti	
sódi	öskusalt	
ammoníak	ammoníak	
ammoníaki	ammoníaki	
dólómíts	dólómíts	
karbónöt	kolsýrusölt	
karbónats	kolsýrusalts	
nítrata	nítrata	
náttúrunni	náttúrunni	
súlfat	súlfat	
klóríð	klóríð	
vítamín	vítamín	
prótínið	hvítuefnið	
prótínsins	hvítuefnisins	
frúktósa	ávaxtasykurs	
natríums	natríums	
prótíns	hvítuefnis	
prótína	hvítuefna	
búðingum	búðingum	
búðinga	búðinga	
mínus	mínus	
díoxíns	díoxíns	
eter	eter	
mannósa	mannósa	
grammi	grammi	
sellulósi	beðmi	
feldspati	feldspati	
króms	króms	
arsens	arsens	
mangans	mangans	
soja	soja	
prótínanna	hvítuefnanna	
kalsíums	kalsíums	
fosfórs	fosfórs	
hýdróklóríð	hýdróklóríð	
prótínum	hvítuefnum	
kasíns	ostefnis	
pasta	pasta	
kólesteróls	kólesteróls	
kólesteról	kólesteról	
marmelaði	marmelaði	
númerið	númerið	
aflatoxíns	aflatoxíns	
króm	króm	
flúoraðra	flúoraðra	
flúoruðum	flúoruðum	
kílógrömmum	kílógrömmum	
lítrum	lítri	
sturtur	steypiböð	
sturtan	steypibaðið	
pólýestera	pólýestera	
júta	júta	
sinks	sinks	
antímon	antímon	
jónískra	jónískra	
pólýester	pólýester	
