bug	erro	English
debate	altercação	French
durante	durante	Italian
este	este	French
bomba	explosivo	Italian
assembleia	assembleia	French
irá	irá	Old Tupi
dossier	dossier	French
jornal	gazeta	French
risco	periogo	French
grupo	grupo	Italian
debater	altercar	
motivo	razão	
estupefacto	pasmado	
atitude	comportamento	French
debate	altercação	French
estratégia	tática	Ancient Greek
base	gênese	
for	for	English
coincidir	compatibilizar	French
debate	altercação	French
legislativo	legislativo	French
proposta	alvitre	
emoção	sensação	French
fracasso	fracasso	Italian
memória	recordação	
catástrofe	calamidade	Ancient Greek
túnel	túnel	English
norte	norte	French
país	país	French
abordar	abordar	French
facto	veradade	
contexto	contexto	
responsável	responsável	French
futuramente	posteriormente	
catástrofe	calamidade	Ancient Greek
técnico	técnico	French
céptico	céptico	French
margarina	margarina	French
riscos	perigos	
catástrofe	calamidade	Ancient Greek
garantir	certificar	French
agir	agir	French
ad	ad	English
comité	comité	French
posta	posta	Italian
sector	divisão	
fase	etapa	Ancient Greek
nacional	nacional	French
veja	veja	Old Tupi
rentável	aproveitável	French
alerta	avisa	Italian
funcionário	operário	French
funcionar	operar	French
alto	elevado	German
utilizar	empregar	French
controlo	controlo	French
avançar	progredir	Catalan
expresso	declaro	Italian
debate	altercação	French
maré	maré	French
média	média	English
lentamente	devagar	
know-how	conhecimentos	English
empresário	empresário	Italian
Objectivo	alvo	
empresa	empresa	Italian
atitude	comportamento	French
constatar	constatar	French
detalhe	promenor	French
generosos	dadivosos	
convite	convinte	Catalan
teste	prova	English
lá	lá	Italian
dólar	dólar	English
controlar	controlar	French
vendo	vendo	German
debate	altercação	French
ofensiva	agressão	French
anormal	incomum	French
abordagem	abodagem	French
argumento	alegação	
banco	banco	Italian
organizar	estruturar	French
falha	falha	French
auge	pico	Arabic
boom	surto	English
escala	escala	Italian
manobra	operação	French
passagem	passagem	French
filme	longa-metragem	English
compatível	compatível	French
excepcional	notável	French
penal	penal	German
in	in	English
impasse	impasse	French
credibilidade	confiabilidade	
solucionar	resolver	French
tráfego	tráfego	Italian
crime	crime	French
prisão	cadeia	French
ribalta	ribalta	Italian
dumping	descarte	English
hipocrisia	hipocrisia	Ancient Greek
sectores	divisões	
turismo	turismo	English
atacar	combater	Italian
vantagem	benefício	French
fatalidade	fatalidade	French
obstinação	perseverança	
web site	página web	
artesanato	artesanato	French
catástrofe	calamidade	Ancient Greek
largo	largo	Italian
equipa	equipa	French
debater	altercar	
pavilhão	pavilhão	French
crude	petróleo bruto	English
recorde	recorde	English
alcatrão	alcatrão	Arabic
frota	frota	French
oeste	oeste	French
incapacidade	imperícia	
abandonar	abandonar	French
vanguarda	vanguarda	French
zero	zero	French
gabinete	gabinete	French
beleza	lindeza	Italian
plafond	tecto	French
gravar	gravar	French
comboio	comboio	French
avião	avião	French
parque	parque	French
estufa	estufa	Italian
defrontar	deparar	
catástrofes	calamidades	
agência	agência	Italian
obstáculo	empecilho	
instalação	aparelhagem	French
jornalista	journalista	French
bibliografia	bibliografia	French
viável	executável	French
arranjar	arranjar	French
objectivos	alvos	
autarquia	autarquia	Ancient Greek
carimbo	carimbo	Kimbundu
copyright	direito autoral	English
detectar	detectar	English
esboço	esboço	Italian
motor	motor	French
frisar	frisar	French
cheque	bilhete	English
folclore	folclore	English
carroça	carroça	Italian
democrático	democrático	Ancient Greek
democracia	democracia	Ancient Greek
populações	atuação	
post	post	English
input	contributo	English
aval	aval	French
avalanche	avalanche	French
departamento	divisão	French
ético	ético	English
cave	cave	French
plataforma	estrado	French
rota	caminho	Italian
marcar	marcar	Italian
etapa	estágio	French
envelope	envelope	French
comissário	comissário	French
tráfico	tráfico	Italian
Internet	rede	English
marcha	marcha	French
faceta	ângulo	French
choque	choque	French
parcela	parte	French
NATO	OTAN	English
funcional	funcional	French
debate	altercação	French
dinâmico	dinâmico	Ancient Greek
caixa	caixa	Catalan
escalada	escalada	French
fuga	fuga	Italian
elite	alta-roda	French
piloto	piloto	Italian
categoria	género	Ancient Greek
objectivo	alvo	
isolar	isolar	French
demagogo	demagogo	Ancient Greek
civilização	civilização	French
raça	raça	Italian
forja	forja	French
laboratório	laboratório	French
testes	provas	
garante	assegura	French
rolar	rolar	French
evoluir	evoluir	French
alarme	aviso	French
rotina	rotina	French
pântano	pântano	Italian
comprometer	comprometer	French
fatia	fatia	Arabic
chefe	patrão	French
simbólico	figurado	French
autónomo	autónomo	French
ópera	ópera	Italian
extensivo	amplo	French
loja	loja	Catalan
processo	procedimento	
boicote	boicote	English
combustível	combustível	French
mérito	aptidão	
eclosão	eclosão	French
lobby	átrio	English
capitalismo	capitalismo	French
ambulância	ambulância	French
cascata	cascata	Italian
riscos	perigos	
fascismo	fascismo	Italian
líder	cabeça	English
acorde	acorde	French
minoritário	minoritário	French
gama	adopção	English
meta	meta	English
observatório	observatório	French
linguística	linguística	French
garantir	certificar	French
objectivo	alvo	
palco	palco	Italian
supremacia	supremacia	French
expressar	declarar	
jargão	jargão	French
associem	relacionam	
romântico	romântico	French
bilhete	bilhete	French
Garantir	Certificar	
visar	visar	French
farol	destino	Italian
autonomia	autonomia	French
cultivar	cultivar	English
hobbies	passatempos	
instalar	escargar	French
gás	gás	French
clã	partido	English
balcão	balcão	Italian
higiene	higiene	French
timing	momento	English
socialista	socialista	French
fotografia	fotografia	French
jusante	jusante	French
acicate	acicate	Arabic
egoísta	autocentrado	French
blindagem	blindagem	French
milhão	milhão	Italian
Objecto	alvo	
barragem	barragem	French
democratizar	democratizar	French
restaurante	restaurante	French
fraude	contrabando	
whisky	uísque	English
elasticidade	maleabilidade	French
elasticidade	maleabilidade	French
caprichoso	caprichoso	Italian
infra-estruturas	fundamentos	
solo	solo	Italian
chantagem	chantagem	French
comandar	ditar	French
bilião	bilião	French
açúcar	açúcar	Arabic
episódio	sucesso	French
surpreender	pasmar	French
debate	altercação	French
caricatura	caricatura	Italian
slogan	frase	English
humanitário	humanitário	French
checo	checo	French
angariar	angariar	Italian
veludo	veludo	Catalan
presto	presto	Italian
garantir	certificar	French
sudeste	sudeste	French
miniatura	miniatura	Italian
saldo	excedente	Italian
passaporte	passaporte	French
basico	basilar	
haxixe	haxixe	Arabic
aguentar	aguentar	Italian
sanitário	higiénico	French
meeting	reunião	English
inevitável	inelutável	
core	central	English
futuramente	posterioramente	
e-mail	correio eletrónico	English
websites	páginas web	
website	página web	English
ligeiro	ligeiro	French
design	projetar	English
soldado	soldado	Italian
surpresa	surpresa	French
catástrofe	calamidade	Ancient Greek
interface	superfície tecnica	English
cordão	cordão	French
catástrofe	calamidade	Ancient Greek
helicóptero	helicóptero	French
distintivo	distintivo	French
alicerce	alicerce	Arabic
endossar	appoiar	French
copiar	duplicar	Old Tupi
atum	atum	Arabic
molhe	molhe	Catalan
epílogo	fecho	Ancient Greek
debate	altercação	French
bateria	conjunto	French
best practise	melhor prática	
software	programa informático	English
equipar	aparelhar	French
literacia	literacia	English
casino	casino	Italian
banda	banda	French
borda	borda	French
 operação stop	controlo pontual	
fila	fila	French
lupa	lupa	French
tablete	barra	French
carcaça	carcaça	French
garantir	certificar	French
marketing	comercialização	English
brecha	brecha	French
totalitário	totalitário	Italian
charneira	charneira	French
nicho	segmento	French
metano	metano	French
azoto	azoto	French
ozono	ozono	German
smog	fumo	English
smog	fumo	English
óxido	óxido	French
surtir	surtir	French
génio	génio	Arabic
avante	avante	Catalan
parca	parca	English
cientista	cientista	English
clube	clube	English
calma	calma	Italian
argumentos	alegações	
leste	leste	French
compostagem	compostagem	French
alumínio	alumínio	French
cinema	cinema	French
greve	greve	French
telefone	aparelho	French
ecrã	ecrã	French
balão	balão	French
codificar	cifrar	French
aflitivo	aflitivo	French
novela	conto	Italian
hooligans	bandidos	
futebol	futebol	English
liça	liça	French
neerlandês	neerlandês	French
demagógico	demagógico	French
rigor	rigidez	
herbívoro	herbívoro	French
mote	motivo	French
mote	motivo	French
anarquia	anarquia	Ancient Greek
agonizar	sofrer	Ancient Greek
sugestivo	sugestivo	French
lotaria	lotaria	French
nicotina	nicotina	French
hotel	hospedaria	French
rampa	rampa	French
ficha	ficha	French
bebé	bebé	French
fresco	fresco	Italian
guindar	guindar	French
bombom	caramelo	French
cartel	cartel	French
champanhe	champagne	French
media	media	English
site	pagina	English
leilão	leilão	Arabic
etiqueta	formalidades	French
suspense	suspense	English
malária	malária	Italian
embalar	embalar	French
retrato	retrato	Italian
reportagem	reportagem	French
euforia	júbilo	Ancient Greek
microfone	mircofone	English
punitivo	punitivo	French
campeão	campeão	Italian
chicana	chicana	French
artilharia	artilharia	French
dominó	de dominó	French
sem princípios	efeito	
nordeste	nordeste	French
drenar	escoar	French
online	em linha	English
offline	fora de linha	
internet	rede	English
fachada	fachada	Italian
risco	perigo	French
à la carte	à escolha livre	
apetite	apetite	French
arroz	arroz	Arabic
batuta	batuta	Italian
sudoeste	sudoeste	French
querosene	queosene	French
júri	júri	English
café	café	French
camião	camião	French
armazém	armazém	Arabic
pacifista	pacifista	French
grandioso	imponente	Italian
período	altura	
Objecto	alvo	
sinistralidade	sinistralidade	English
carbono	carbono	French
Evidentemente	Claramente	
lira	lira	Italian
handicap	handicap	English
espacial	incomum	French
astronauta	astronauta	French
esloveno	esloveno	French
proxeneta	proxeneta	French
explosivo	explosivo	French
galeria	corredor	Italian
xeque	xeque	Arabic
pose	postura	French
medalha	medalha	Italian
blackout	apagão	English
gamba	gamb	Italian
carapaça	carapaça	French
farda	farda	Arabic
firma	empresa	Italian
assassinar	matar	Italian
cartaz	cartaz	Arabic
spray	aerossol	English
light	leve	English
light	leve	English
cachimbo	cachimbo	Kimbundu
derrapar	derrapar	French
heroína	heroína	French
tabagismo	o acto de fumar	French
gravura	gravura	French
arquipélago	arquipélago	Italian
vodka	vodka	Russian
nomenclatura	terminologia	Russian
HIV	HIV	English
compasso	compasso	French
paladino	herói	French
alfarroba	alfarroba	Arabic
trem	caminho	English
capote	capote	French
simultaneamente	ao mesmo tempo	
joalharia	joalharia	French
extensível	extensível	French
cavilha	mola	Italian
adágio	ditado	Italian
azáfama	azáfama	Arabic
ferry	barco	English
miragem	retrato	French
mafioso	mafioso	Italian
chique	elegante	French
reprise	reprodução	French
enfático	enfático	Ancient Greek
manipular	manusear	French
escuta	dar de ovidos	English
eufemismo	adoçamento	French
bizarro	estranho	Italian
ordre	plano	
mufti	mufti	Arabic
malha	malha	French
benzeno	benzeno	German
quinquilharia	quinquilharia	French
arauto	arauto	French
fantoche	fantoche	French
Oil for Food	óleo para alimentos	
grafite	grafite	Italian
lide	lide	English
short sea shipping	transporte marítimo de curta distância	
albufeira	albufeira	Arabic
entourage	entourage	French
on the job training	formação no local de trabalho	
molécula	molécula	French
limítrofe	limítrofe	French
objecto	alvo	
gasóleo	gasóleo	English
set top box	descodificador	
diatribe	diatribe	French
vídeo	vídeo	English
Internet	rede	English
papá	papá	French
OK	bom	English
roleta	roleta	French
truque	truque	French
editar	modificar	French
sector	divisão	
aeronáutico	aeronáutico	French
modelo	amostra	Italian
pneumático	pneumático	French
estética	estética	Ancient Greek
UEFA	UEFA	English
ciclista	ciclista	French
doping	dopagem	English
safe	segura	
basquetebol	basquetebol	English
cromo	cromo	Ancient Greek
bicicleta	bicicleta	French
revólver	revólver	English
sprinter	velocista	English
tanque	cisterna	English
hidráulica	hidráulica	French
massacre	banho de sangue	French
cadastro	cadastro	French
hardware	ferragens	English
software	programa informático	English
gripe	gripe	French
frete	frete	French
limão	limão	Arabic
sumo	sumo	Japanese
puzzle	quebra-cabeças	English
debate	altercação	French
montra	montra	French
site	página	English
charge back	reembolso	
seiva	seiva	French
caligrafia	caligrafia	French
grotesco	monstruoso	Italian
sondagem	cateterismo	French
