bug	erro	English
debate	altercação	French
bomba	explosivo	Italian
jornal	gazeta	French
risco	periogo	French
debater	altercar	
motivo	razão	
estupefacto	pasmado	
atitude	comportamento	French
debate	altercação	French
estratégia	tática	Ancient Greek
base	gênese	
coincidir	compatibilizar	French
debate	altercação	French
proposta	alvitre	
emoção	sensação	French
memória	recordação	
catástrofe	calamidade	Ancient Greek
facto	veradade	
futuramente	posteriormente	
catástrofe	calamidade	Ancient Greek
riscos	perigos	
catástrofe	calamidade	Ancient Greek
garantir	certificar	French
sector	divisão	
fase	etapa	Ancient Greek
rentável	aproveitável	French
alerta	avisa	Italian
funcionário	operário	French
funcionar	operar	French
alto	elevado	German
utilizar	empregar	French
avançar	progredir	Catalan
expresso	declaro	Italian
debate	altercação	French
lentamente	devagar	
know-how	conhecimentos	English
Objectivo	alvo	
atitude	comportamento	French
detalhe	promenor	French
generosos	dadivosos	
convite	convinte	Catalan
teste	prova	English
debate	altercação	French
ofensiva	agressão	French
anormal	incomum	French
abordagem	abodagem	French
argumento	alegação	
organizar	estruturar	French
auge	pico	Arabic
boom	surto	English
manobra	operação	French
filme	longa-metragem	English
excepcional	notável	French
credibilidade	confiabilidade	
solucionar	resolver	French
prisão	cadeia	French
dumping	descarte	English
sectores	divisões	
atacar	combater	Italian
vantagem	benefício	French
obstinação	perseverança	
web site	página web	
catástrofe	calamidade	Ancient Greek
debater	altercar	
crude	petróleo bruto	English
incapacidade	imperícia	
beleza	lindeza	Italian
plafond	tecto	French
defrontar	deparar	
catástrofes	calamidades	
obstáculo	empecilho	
instalação	aparelhagem	French
jornalista	journalista	French
viável	executável	French
objectivos	alvos	
copyright	direito autoral	English
cheque	bilhete	English
populações	atuação	
input	contributo	English
departamento	divisão	French
plataforma	estrado	French
rota	caminho	Italian
etapa	estágio	French
Internet	rede	English
faceta	ângulo	French
parcela	parte	French
NATO	OTAN	English
debate	altercação	French
elite	alta-roda	French
categoria	género	Ancient Greek
objectivo	alvo	
testes	provas	
garante	assegura	French
alarme	aviso	French
chefe	patrão	French
simbólico	figurado	French
extensivo	amplo	French
processo	procedimento	
mérito	aptidão	
lobby	átrio	English
riscos	perigos	
líder	cabeça	English
gama	adopção	English
garantir	certificar	French
objectivo	alvo	
expressar	declarar	
associem	relacionam	
Garantir	Certificar	
farol	destino	Italian
hobbies	passatempos	
instalar	escargar	French
clã	partido	English
timing	momento	English
egoísta	autocentrado	French
Objecto	alvo	
fraude	contrabando	
whisky	uísque	English
elasticidade	maleabilidade	French
elasticidade	maleabilidade	French
infra-estruturas	fundamentos	
comandar	ditar	French
episódio	sucesso	French
surpreender	pasmar	French
debate	altercação	French
slogan	frase	English
garantir	certificar	French
saldo	excedente	Italian
basico	basilar	
sanitário	higiénico	French
meeting	reunião	English
inevitável	inelutável	
core	central	English
futuramente	posterioramente	
e-mail	correio eletrónico	English
websites	páginas web	
website	página web	English
design	projetar	English
catástrofe	calamidade	Ancient Greek
interface	superfície tecnica	English
catástrofe	calamidade	Ancient Greek
endossar	appoiar	French
copiar	duplicar	Old Tupi
epílogo	fecho	Ancient Greek
debate	altercação	French
bateria	conjunto	French
best practise	melhor prática	
software	programa informático	English
equipar	aparelhar	French
 operação stop	controlo pontual	
tablete	barra	French
garantir	certificar	French
marketing	comercialização	English
nicho	segmento	French
smog	fumo	English
smog	fumo	English
argumentos	alegações	
telefone	aparelho	French
codificar	cifrar	French
novela	conto	Italian
hooligans	bandidos	
rigor	rigidez	
mote	motivo	French
mote	motivo	French
agonizar	sofrer	Ancient Greek
hotel	hospedaria	French
bombom	caramelo	French
champanhe	champagne	French
site	pagina	English
etiqueta	formalidades	French
euforia	júbilo	Ancient Greek
microfone	mircofone	English
dominó	de dominó	French
sem princípios	efeito	
drenar	escoar	French
online	em linha	English
offline	fora de linha	
internet	rede	English
risco	perigo	French
à la carte	à escolha livre	
querosene	queosene	French
grandioso	imponente	Italian
período	altura	
Objecto	alvo	
Evidentemente	Claramente	
espacial	incomum	French
galeria	corredor	Italian
pose	postura	French
blackout	apagão	English
gamba	gamb	Italian
firma	empresa	Italian
assassinar	matar	Italian
spray	aerossol	English
light	leve	English
light	leve	English
tabagismo	o acto de fumar	French
nomenclatura	terminologia	Russian
paladino	herói	French
trem	caminho	English
simultaneamente	ao mesmo tempo	
cavilha	mola	Italian
adágio	ditado	Italian
ferry	barco	English
miragem	retrato	French
chique	elegante	French
reprise	reprodução	French
manipular	manusear	French
escuta	dar de ovidos	English
eufemismo	adoçamento	French
bizarro	estranho	Italian
ordre	plano	
Oil for Food	óleo para alimentos	
short sea shipping	transporte marítimo de curta distância	
on the job training 	formação no local de trabalho	
objecto	alvo	
set top box	descodificador	
Internet	rede	English
OK	bom	English
editar	modificar	French
sector	divisão	
modelo	amostra	Italian
doping	dopagem	English
safe	segura	
sprinter	velocista	English
tanque	cisterna	English
massacre	banho de sangue	French
hardware	ferragens	English
software	programa informático	English
puzzle	quebra-cabeças	English
debate	altercação	French
site	página	English
charge back	reembolso	
grotesco	monstruoso	Italian
sondagem	cateterismo	French
bronze	latão	French
flag of convenience	bandeira de conveniência	
Objecto	Alvo	
exclusivamente	unicamente	
objectivo	alvo	
clique	grupo	French
risco	periogo	French
performance	execução	English
menu económico	prato do dia	
diesel	gasóleo	English
debate	altercação	French
workshop	oficina	English
single payment area	domínio de pagamento único	
brutal	feroz	
ergo	logo	Ancient Greek
show	espetáculo	English
dama	dona	French
garantir	certificar	French
debate	altercação	French
duo fellowship program	programa de bolsas duo	
gueto	favela	Italian
round table	mesa redonda	
smoking gun	arma fumegante	
garantir	certificar	French
savoir-faire	conhecimento	French
end of  live vehicles	veículos em fim de vida	
virtuoso	digno	Italian
God save the Queen	deus salve a rainha	
modo	maneira	
amendoim	ginbguba	Old Tupi
download	descarregar	English
computador	calculadora	
pejorativo	perjorativo	French
feedback	comentário	English
reclame	anúcio	French
bancarrota	falência	Italian
cineasta	cineaste	French
risco	perigo	French
ketchup	catchup	English
alertar	avisar	
burguesia	burgesia	French
debate	altercação	French
protocolos	etiquetas	
CD	disco de raio	English
own editorial control	editorial próprio mando	
staff	pessoal	English
garantir	certificar	French
safra	colheita	Arabic
equipe	tripulação	French
ranking	classificação	English
green box	caixa verde	
exames	provas	
chat room	sala de conversação	
PC	calculadora	English
microchip	microcircuito	English
bottom up	baixo para cima	
brandy	conhaque	English
panfleto	filipeta	French
objectivos	alvos	
to the point	direto ao assunto	
airbag	almofada de ar	English
holding	detenção	English
debate	altercação	French
bunker	abrigo	English
missing link	elo perdido	
dique	barragem	Dutch
iceberg	icebergue	English
sprint	corrida	English
objectivos	alvos	
DVD	disco digital	English
quartel	carcaças	French
DNA	ADN	English
spam	lixo	English
data streaming	transmissão de dados	
SMS	electrónicas	English
stand by	suporte	
alijar	aljar	French
adobe	tijolo	Arabic
jogging	correr devagar	English
delete	de apagar	English
objectivos	alvos	
claque	patrulha	French
favorito	preferido	Italian
cartoon	banda desenhada	English
multifacetado	plurifacetado	
brilhar	brilhas	Italian
ring round the world	dar a volta ao mundo	
contrastar	contrapor	Italian
crédito	prezo	Italian
player	jogador	English
pipeline	tubagem	English
kit	estojo	English
monitor	ecrã	English
debate	altercação	French
pulsar	pulso	English
recital	prova	French
buldogue	buldoge	English
aeroplano	avião	French
chip	pastilha	English
self-service	autosserviço	English
massivo	gigante	French
debate	altercação	French
robalo	ribalo	Catalan
hobby	passatempo	English
debate	altercação	French
iate	barco	English
cowboy	vaqueiro	English
risco	perigo	French
peace keepers	guardiões da paz	
outlaws	bandidos	
risco	perigo	French
simultaneamente	ao mesmo tempo	
block busters	sucessos de bilheteria	
hacker	pirata informático	English
garantir	certificar	French
franchising	franquia	English
capping	nivelamento	
debate	altercação	French
morgue	necrotério	French
acoplar	juntar	French
cluster bombs	bombas de fragmentação	
task force	força-tarefa	
kitsch	brega	German
glamour	brilho	English
zoom	aumentos	English
zona	área	
fronte	fronteira	French
rendez-vous	encontro	French
malte	malta	English
debate	altercação	French
debate	altercação	French
CD	disco de raio	English
epopeia	saga	Ancient Greek
pull	de tração	English
humor	ânimo	
javali	barrão	Arabic
entidade	agremiação	
catástrofe	calamidade	Ancient Greek
stresse	estresse	English
hooligan	bandido	English
acento	sotaque	
spyware	espião	English
RNA	ANA	English
substancialmente	imensamente	
partitura	tablatura	Italian
carpete	tapete	French
alpinista	montanista	French
proclamar	declarar	
praticar	enseiar	
riscos	perigos	
predomínio	supremacia	
captura	conquista	
alterações	mudanças	
spin	estados de rotação	English
laser	raio	English
antidumping	anti-despejo	English
confetti	confetes	Italian
house	casa	English
blog	diário	English
boné	quepe	French
outsourcing	externalização	English
duty-free	isento de direitos	English
hub	pólo	English
sofá	canapé	French
concursos	parcerias	
cantina	refeitório 	French
flat tax	imposto fixo	
live night show	espetáculo noturno ao vivo	
alterações	mudanças	
layout	disposição	English
excepcional	maravilhoso	French
bullying	assédio moral	English
tuning	afinação	English
shot	tiro	English
poltrona	cadeira	Italian
bowling	boliche	English
upgrade	atualização	English
fitness	entreinamento	English
check-up	inspeção	English
conectar	ligar	English
teste	prova	English
chance	ocasião	French
líder	chefe	English
garantir	certificar	French
expert	especialista	English
alergia	alegria	German
diesel	gasóleo	English
trailer	reboque	English
website	página de web	English
online	em linha	English
add-on	complemento	English
líder	chefe	English
equipe	Tripulação	French
postar	publica	French
e-mail	correio eletrónico	English
chat	conversa	English
debate	altercação	French
organizar	estruturar	French
email	correio eletrónico	
cartune	banda desenhada	English
bomba	explosivo	Italian
departamento	divisão	French
ferry	barco	English
sites	páginas	
detalhe	menor	French
site	página	English
risco	perigo	French
no auge	a decorrer	
jornalismo	journalismo	French
fricção	atrito	
tática	manobra	French
morgue	necrotério	French
jornalista	journalista	French
expresso	acelerado	Italian
NATO	OTAN	English
projeto	plano	
surf	pranchismo	English
interface	placa de computador	English
looping	circular	French
banco	cadeira	Italian
crawl	rastrear 	English
performance	apresentação	English
login	conexão	English
menu	cardápio	French
clipe	recorte	English
link	ligação	English
copiar	trasladar	Old Tupi
loop	circolo	English
franchise	franquia	English
slogan	frase	English
faceta	ângulo	French
gás	flato	French
waffle	bolacha	English
software	programa informático	English
atitude	opinhão	French
software	programa informático	English
deriva	vem de	French
contrastar	contrapor	Italian
formulamos	desenvolvemos	
top	topo	English
obtemos	captamos	
vantagem	benefício	French
dama	senhora	French
egoísta	autocentrico	French
espacial	espacoal	French
manipular	manusear	French
utilizar	empregar	French
zoom	aumento	English
marshmallow	geleia de marshmallow	English
drenar	escoar	French
pop	fixe	English
angariar	angriar	Italian
estoque	armazenamento	English
hardware	ferragem	English
convite	convinte	Catalan
aspeto	disposição	
metro	metropolitano	French
SMS	messagem digital	English
editar	alterar	French
post	posto	English
layout	disposição	English
set	conjuntos	English
timer	temporizador	English
instalação	aparelhagem	French
alarme	aviso	French
consistentes	arraigados	
unissex	unissexo	English
string	encordoar	English
feedback	comentários	English
mouse	rato	English
internet	rede	English
exames	provas	
DNA	ADN	English
funcional	usável	French
pause	pare	English
OK	bom	English
colorir	pintar	Italian
reality	realidade	English
show	programa	English
sumo	sump	Japanese
design	estrutura	English
kit	estojo	English
garante	assegura	French
bravo	feroz	Italian
gate	portão	English
haha	kiki	English
bullying	assédio moral	English
plotar	planear	English
lobby	salão	English
carpete	carpente	French
CEO	diretor executivo	English
marketing	mercadologia	English
escalada	subida	French
plataforma	ancoradouro	French
boné	barrete	French
laser	raio	English
scanner	digitalizador	English
CD	disco de raio	English
script	guião	English
buffet	bufete	French
timing	momento	English
hit	sucesso	English
remix	remixagem	English
cover	versão	English
workshop	oficina	English
marshmallows	geleia de marshmallows	
jornal	folha	French
bronze	latão	French
