информацию	извещения	
прессы	печати	
телевидения	дальновидения	
Генеральной ассамблеи	Общего собрания	
процессы	действия	
дебатов	обсуждений	
вето	запретами	Latin
прогресса	движения вперед	
Генеральная Ассамблея	Общее собрание	
Организации	Учреждения	
Наций	Народностей	
Секретариата	Чиновнического Отдела	
таланта	одаренности	
Генерального Секретаря	Главного Чиновника	
Генеральный Секретарь	Главный Чиновник	
секретарем	чиновником	
проблема	трудность	Latin
прессы	печати	
Генеральную Ассамблею	Общее собрание	
дебаты	обсуждения	
вето	запрета	Latin
планов	намерений	
перспектив	возможностей	
Вице президент	Заместитель главы государства	
компания	сообщество	Polish
мистер	господин	English
сферу	область	
корпорации	организации	
термоядерной	теплоядерной	
энергии	мощности	
молекулярным	состоящим из частиц	
компьютерный	вычислительный	
анализ	разбор	French
колледж	среднее учебное заведение	English
штат	разряд	German
корпоративный	служебную	
интернет	сеть	English
процент	из ста	German
телефонного	дальнослухового	
корпорацией	просеивания	
интернет	сеть	English
он-лайн	межсетевые	
файлы	данные	
мультимедиа	многосредственные	English
декабря	студня	
университете	высшем учебном заведении	
лекционном	читательском	
Лексическая	Словарные	
информация	данные	Latin
корпусов	совокупности записанной речи	
факультет	подраздедние	German
университет	высшее учебное заведение	Latin
аудитория	помещение	Latin
ситуация	положение	Polish
проблемой	сложностью	
номер	числом	German
главы государства	главы государства	
Экономисты	Домоводы	
концепцию	построение	
план	расположение	Latin
экономических	домоводческих	
формах	видах	
капризными	привередливыми	
холдауты	уклоняющиеся	
эмоционально	чувственно	
кризис	переломное состояние	Latin
форма	вид	French
компании	организации	
тенденция	наклонность	
риск	опасность	French
морального риска	недобросовестного поведения	
привилегии	поблажки	
привилегия	поблажка	Latin
резюме	послужной список	French
магистра	ученого	
макроэкономическая	общее домохозяйство	
политика	государственная деятельность	
проблема	сложность	Latin
статистикой	состоянием	
идея	мысль	Ancient Greek
Теория	Предположение	
термин	определение	Polish
культура	искусство	Latin
пистолет	оружие	French
критик	судящий	
фильм	лента	English
критики	осуждения	
автора	писателя	
новеллы	короткого рассказа	
трактата	очерка	
социолога	ученого по человеческому обществу	
историка	летописца	
журналиста	обозревателя	
активиста	подвижника	
иронией	насмешкой	
демонстрирует	показывает	
технический	наладочное	
прогресс	развитие	Latin
фильм	лента	English
телевидения	дальновидения	
шпиона	разведчика	
бестселлере	успешно продаваемой	
автор	писатель	Polish
фильме	ленте	
кадр	отрывок	French
дамой	барышней	
сцену	действо	
банальной	обычным	
коллективе	общине	
приоритетным	важным	
сумма	количество	Latin
маркетинг	продвижение товаров	English
корпоративные	служебные	
кредитно-коммерческий банк	заемно-торговое учреждение	
клиентов	пользователей	
террористы	преступники	
диктаторы	жесткие властители	
кредитные линии	займовые возможности	
казино	игорным домам	Italian
отель	гостиница	French
ресторанов	столовых	
Бизнес-ланчер	делового едока	
бизнеса	предпринимательства	
экономики	народного хозяйства	
ресторанах	столовых	
отеля	гостиницы	
галерея	выставка	Dutch
