pizzan	flatbakan	0.0	0.0
pródúsentinn	framleiðandinn	0.0	3.72e-06
básúnuðu	kunngerðu	0.0	0.0
sósíalisminn	jafnaðarstefnan	0.0	0.0
kúnna	viðskiptavini	2.75e-06	5.01e-06
apótekarar	lyfsalar	0.0	0.0
kúrfa	boglína	0.0	0.0
kúbeini	klaufjárni	0.0	0.0
kolbur	suðuflöskur	0.0	0.0
prótíninu	hvítuefni	0.0	0.0
radíus	hringgeisla	4.27e-06	0.0
portrettum	andlitsmyndum	0.0	0.0
mígrenis	heilakveisu	0.0	0.0
kinroks	lampasóts	0.0	0.0
rúnnað	námundað	0.0	0.0
appsins	smáforritsins	0.0	0.0
tékkað	athugað	0.0	2.51e-06
kasein	ostefni	0.0	0.0
kósý	huggulegt	0.0	3.31e-06
kúrfunnar	boglínunnar	0.0	0.0
algóriþmar	reiknirit	0.0	1.7e-06
snittaðir	skrúfskornir	0.0	0.0
trampólínið	fjaðurdýnuna	0.0	0.0
plönum	flötum	0.0	3.55e-06
sósíalistar	jafnaðarmenn	3.72e-06	6.92e-06
kartöflunnar	jarðeplisins	0.0	0.0
valmúi	draumsóley	0.0	0.0
pöbbanna	öldurhúsanna	0.0	0.0
kontrabassi	bassafiðla	0.0	0.0
lúgunnar	hlerans	0.0	0.0
basar	lútar	0.0	0.0
komplex	flókin	0.0	1.45e-05
ensíma	lífhvata	1.32e-06	0.0
bugta	hneigja	0.0	0.0
kamínu	vindofn	0.0	0.0
pepsíns	hvítakljúfs maga	0.0	0.0
gúanó	drit	0.0	0.0
sturta	steypibað	6.17e-06	0.0
sort	gerð	2.14e-06	0.000339
mammúta	loðfíla	0.0	0.0
selló	knéfiðlu	2.57e-06	0.0
melónur	tröllepli	0.0	0.0
beikoni	fleski	2.45e-06	0.0
radíusi	hringgeisla	0.0	0.0
húmorískum	gamansömum	0.0	0.0
píanó	slaghörpu	1.07e-05	0.0
stúdíói	hljóðveri	1.26e-06	1.7e-06
rukkaðar	innheimtar	0.0	0.0
textílar	vefjarefni	0.0	0.0
lógóið	einkennismerkið	0.0	0.0
kolba	suðuflaska	0.0	0.0
hormóna	vaka	1.45e-06	1.12e-05
partíið	teitið	0.0	0.0
sement	steinlím	2.24e-06	0.0
vítamínin	fjörefnin	0.0	0.0
steríótýpa	staðalímynd	0.0	0.0
kaloríum	hitaeiningum	0.0	0.0
aktívismi	aðgerðastefna	0.0	0.0
mínimalískan	naumhyggjulegan	0.0	0.0
trendum	tísku	0.0	1.12e-05
atóma	frumeinda	0.0	0.0
rektora	skólameistara	0.0	4.79e-06
stúdíóinu	æfingasal	0.0	0.0
apóteki	lyfsölu	0.0	0.0
malaríu	mýraköldu	1.51e-06	0.0
blokkin	fjölbýlishúsið	1.23e-06	0.0
trekki	dragsúgi	0.0	0.0
ensím	lífhvata	3.8e-06	0.0
kantónunnar	fylkja	0.0	2.69e-06
medalíum	verðlaunapeningum	0.0	0.0
prósentunum	hundraðshlutunum	0.0	0.0
gelinu	hlaupinu	0.0	3.8e-06
salmonellu	bifstafs	0.0	0.0
glamúr	glæsibragur	0.0	0.0
hormón	vaki	6.17e-06	1.58e-06
kokteil	hanastél	1.62e-06	0.0
rukkar	innheimtir	0.0	1.07e-06
drónana	flygildi	0.0	0.0
lógaritmar	lograr	0.0	0.0
marineringuna	kryddlöginn	0.0	0.0
praktískum	hagnýtum	0.0	0.0
ventla	loka	0.0	7.08e-05
original	upprunalegar	3.63e-06	0.0
vinkill	sjónarhorn	0.0	6.17e-06
apóteka	lyfsalna	0.0	0.0
séns	möguleika	1.1e-05	5.13e-05
ensímsins	lífhvatans	0.0	0.0
prósentin	hundraðshlutana	0.0	0.0
prósentunni	hundraðshlutanum	0.0	0.0
öpp	smáforrit	1.45e-06	1.45e-06
fasa	stig	1.58e-06	0.000129
kaffiteríu	kaffisölu	0.0	0.0
plasma	rafgös	1.07e-06	0.0
alkóhól	vínandi	1.45e-06	0.0
lípíðum	fituefnum	0.0	0.0
núkleótíð	kirni	0.0	0.0
mandarínur	gullaldin	0.0	0.0
pútt	pot	0.0	1.78e-06
textílsins	vefjarefnisins	0.0	0.0
kantónurnar	fylkin	0.0	0.0
pendúllinn	hengillinn	0.0	0.0
seríanna	raðanna	0.0	0.0
seríuna	röðina	2.09e-06	2.51e-06
kolbunnar	suðuflöskunnar	0.0	0.0
skalar	kvarðar	0.0	0.0
karsa	garðperlur	0.0	0.0
pepsín	hvítukljúfur maga	0.0	0.0
próteinum	hvítuefnum	2.14e-06	0.0
balsam	ilmkvoða	0.0	0.0
morteli	steytli	0.0	0.0
mentor	leiðbeinandi	2.14e-06	7.41e-06
sexý	kynæsandi	0.0	0.0
diskótekunum	skemmtistöðunum	0.0	0.0
massíf	gegnheil	0.0	0.0
glúkósinn	þrúgusykurinn	0.0	0.0
komplexinn	flókinn	0.0	4.37e-06
kíví	loðberja	0.0	0.0
pöbbum	öldurhúsum	0.0	0.0
skonnortum	seglskipum	0.0	0.0
vinklar	sjónarmið	0.0	1.07e-05
