директивный	распорядительный	3.98e-08	1.95e-07
проблем	трудностей	0.000115	6.76e-06
школа	направление	6.92e-05	3.24e-05
фруктовых	плодовитых	1.05e-06	1.29e-07
история	летопись	0.000186	4.9e-06
процедуры	действия	1.35e-05	0.000145
отель	гостиница	2.69e-05	6.61e-06
приоритетным	важным	1.12e-06	3.31e-05
популярных	известных	1.82e-05	3.72e-05
историях	повестях	1.35e-06	3.09e-07
группа	команда	0.000158	0.000117
эксклюзив	исключительность	1.07e-06	5.89e-07
кофе	напитку бодрости	7.76e-05	1.88e-07
видео	записи	9.77e-05	5.89e-05
партия	объединение	7.41e-05	2.04e-05
географические	землеведческие	4.17e-06	0.0
маркетинг	продвижение товаров	4.47e-06	1.01e-05
тест	испытание	2.88e-05	1.41e-05
интернета	сети	2e-05	0.000112
коммуникация	общение	1.38e-06	1.58e-05
культура	искусство	3.8e-05	5.89e-05
организатор	руководитель	1.02e-05	4.9e-05
кризиса	упадка	2.82e-05	2.29e-06
декриминализацию	узаконение	1.55e-07	7.24e-08
масштабных	крупных	2.82e-06	7.08e-05
энергию	мощь	1.78e-05	9.33e-06
корпорацией	просеивания	2.45e-06	8.91e-08
блоггеров	писателей	3.63e-07	2.95e-05
реформ	обновлений	1.74e-05	1.17e-06
компанией	организацией	3.55e-05	2.09e-05
фракция	группа	6.61e-06	0.000158
компания	объединение	0.000138	2.04e-05
интерес	влечение	5.5e-05	3.24e-06
экспорта	вывоза	1.29e-05	3.55e-06
индивидуальный	свой	5.62e-06	0.000363
телефонного	дальнослухового	2.4e-06	0.0
трактовать	истолковывать	1.7e-06	1.17e-07
юань	китайский рубль	2.51e-06	1.13e-05
футбол	ногомяч	5.37e-05	0.0
канцлер	глава	5.75e-06	0.000135
календарь	месяцеслов	1.29e-05	1.62e-07
магистра	верховного звания	2.51e-06	9.74e-06
косметологии	науки о красоте внешности	5.5e-07	2.99e-06
музыки	звукового творчества	5.01e-05	2.24e-06
финансовый	денежный	1.12e-05	4.57e-06
валюту	деньги	4.68e-06	0.000372
валют	денежных единиц	7.08e-06	1.12e-05
коммуникации	связи	1.1e-05	0.000347
прагматически	практично	5.5e-08	6.31e-07
массаж	разминание	7.76e-06	1.2e-08
квартал	четверть года	1.51e-05	1.5e-05
фирма	предприятие	1.78e-05	3.63e-05
экономики	народного хозяйства	8.32e-05	3.22e-05
форум	собрание	1.82e-05	3.98e-05
индустрия	ремесло	4.27e-06	2.09e-06
тип	вид	7.41e-05	0.000135
бизнес	дело	0.000112	0.000468
помада	краска	1.74e-06	4.27e-06
координатор	управляющий	3.63e-06	1.41e-05
электрические	световые	6.31e-06	1.7e-06
валюты	денежной единицы	1.1e-05	4.79e-06
этнической	родовой	4.57e-06	2.04e-06
конфликте	противостоянии	5.37e-06	3.09e-06
либерализме	вольнодумстве	9.33e-08	1.15e-08
баланса	равновесия	9.33e-06	4.47e-06
институциональная	системная	3.98e-07	1.48e-06
банк	денежное учреждение	6.03e-05	3.02e-06
характеризовались	отличались	3.63e-07	5.75e-06
клиника	лечебница	5.01e-06	5.89e-07
валютный	денежное	2.63e-06	3.8e-06
привилегия	поблажка	1.35e-06	6.31e-08
