Interview	hevpeyvîn	0.0000017284	0.0000331329
asistant	alîkar	0.0000000000	0.0001118282
dialect	devok	0.0000001103	0.0000037509
north	bakur	0.0000023167	0.0003012118
Walla	Bi Xwedê	0.0000000735	0.0000000000
unîversît	zanîngeh	0.0000000000	0.0000316988
xeber	nûçe	0.0000226893	0.0002765000
Wext	dem	0.0000423998	0.0002524869
step	gave	0.0000273595	0.0000015813
îmkanî	derfet	0.0000004045	0.0000454153
discrimination	cudahî	0.0000002942	0.0000101495
internal	hindirîn	0.0000002206	0.0000020961
interview	hevpeyvîn	0.0000017284	0.0000331329
misaîde	alîkarî	0.0000000368	0.0000529906
Tip	Bexşîş	0.0000269550	0.0000004045
print	çap	0.0000252266	0.0000746870
tax	bac	0.0000088992	0.0000061044
ondan sonra	paşê	0.0000000000	0.0001665104
discussion	gengeşe	0.0000001103	0.0000067296
temam	bêkêmasî	0.0000737676	0.0000832920
dean	serokê zanîngehê	0.0000011032	0.0000000000
spice	ezbol	0.0000004045	0.0000000000
really	bi rastî	0.0000001471	0.0000000000
pick up	rakirin	0.0000000000	0.0000271756
ereba	otomobîla	0.0000041554	0.0000044496
state	parêzgeh	0.0000036406	0.0000062883
college	fêrgeh	0.0000020593	0.0000001103
Mesela	mijar	0.0000343097	0.0001215364
wood fire	êzing	0.0000000000	0.0000009929
containers	hewîner	0.0000000368	0.0000000000
dealer	berevan	0.0000011032	0.0000004413
retirement	malnişînî	0.0000000000	0.0000001103
hybrid	hîbrîd	0.0000009929	0.0000014342
swinging	doşkirin	0.0000000368	0.0000000000
sadece	bi tenê	0.0000058838	0.0000000000
order	siparîş	0.0000009929	0.0000004781
hiking	çiyagerî	0.0000001103	0.0000001103
trade	bazirganîyê	0.0000011400	0.0000045599
sign	nîşan	0.0000129075	0.0004348467
wext	dem	0.0000423998	0.0002524869
option	bijarde	0.0000054793	0.0000019122
dişuxule	dike	0.0000000368	0.0011207828
large	mezin	0.0000002942	0.0015643448
Island	girav	0.0000008090	0.0000036774
truck	kamyon	0.0000002942	0.0000012503
Walla	bi Xwedê	0.0000000735	0.0000000000
driver	ajoker	0.0000002206	0.0000001839
tutorial	waneya fêrkarîyê	0.0000000735	0.0000000000
experiment	ezmûn	0.0000002206	0.0000191958
part	beş	0.0000109953	0.0000244912
se'at	demjimêr	0.0000000000	0.0000174306
delivery	gehandin	0.0000022432	0.0000004045
temas	têkilî	0.0000002942	0.0001675769
island	girav	0.0000008090	0.0000036774
institute	peymangeh	0.0000013606	0.0000008826
proposal	pêşniyar	0.0000000368	0.0001206171
scam	sextekar	0.0000002206	0.0000013606
wilayet	parêzgeh	0.0000001839	0.0000062883
dokument	belge	0.0000006619	0.0000441282
qoltux	qebûl	0.0000000000	0.0002869436
behr	derya	0.0000014709	0.0000165481
ewilî	destpêkê	0.0000116940	0.0001878391
You	tu	0.0000000000	0.0012009123
submit	radest	0.0000019858	0.0000222112
pick up	rakirinê	0.0000000000	0.0000033096
order	daxwazan	0.0000009929	0.0000062515
speech	dengkirinê	0.0000000368	0.0000000368
message	<peyam	0.0000023903	0.0000000000
qebûl	pesend	0.0002869436	0.0000048541
client	kiryar	0.0000003310	0.0000224318
axlebe	piranî	0.0000001103	0.0000910144
engineer	endezyar	0.0000000735	0.0000039348
dersan	waneyan	0.0000129810	0.0000007722
location	cih	0.0000002574	0.0003767813
suburb	derveyî bajêr	0.0000001471	0.0000000000
vaccine	perpûn	0.0000000368	0.0000000000
order	daxwaz	0.0000009929	0.0001230074
text	nivîs	0.0000112159	0.0000490191
one	yek	0.0000042290	0.0013216765
el'aba	lîstokan	0.0000000000	0.0000027212
truck	barkêş	0.0000002942	0.0000037141
proof	girov	0.0000002206	0.0000000368
immigrate	koçberan	0.0000000000	0.0000263298
xebera	nûçeyê	0.0000152610	0.0000085315
Mesela	Mijar	0.0000343097	0.0001215364
advantage	sûd	0.0000004045	0.0000435031
mesela	mijar	0.0000343097	0.0001215364
se'ate	demjimêr	0.0000000000	0.0000174306
recall	dîsa bangkirin	0.0000001103	0.0000000000
rate	rêje	0.0000001103	0.0000069870
background	paşbingeh	0.0000009929	0.0000000000
mişterek	hevbeş	0.0000034567	0.0001000607
roommate	hevalê odeyê	0.0000000368	0.0000000000
şuxul	kar	0.0000005148	0.0006650120
son	dawîy	0.0000120617	0.0000000000
provide dike	didî	0.0000000000	0.0000062515
unemployment	bêkarî	0.0000000368	0.0000050380
exam	ezmûn	0.0000002942	0.0000191958
Application	daxwazname	0.0000002942	0.0000015813
aciz	bêzar	0.0000509313	0.0000115469
Line	xet	0.0000088256	0.0000077224
highschool	dibistana bilind	0.0000008826	0.0000000000
south	başur	0.0000057367	0.0000122088
payment	diravdan	0.0000002942	0.0000000000
Minority	hindikahî	0.0000000000	0.0000005516
yanî	dêmek	0.0001602957	0.0000031257
remote	dûr	0.0000002942	0.0003322854
undergraduate	xwendekar	0.0000000000	0.0000566680
resume	kurtejiyan	0.0000001103	0.0000005884
sertîfîka	bawername	0.0000012503	0.0000008458
walla	bi Xwedê	0.0000000735	0.0000000000
steak	steyk	0.0000002574	0.0000000000
downtown	navenda bajêr	0.0000001471	0.0000000000
nap	amade	0.0000000000	0.0003350434
application	sepan	0.0000002942	0.0000029787
tool	amûr	0.0000005148	0.0000169894
testing	ezmûnkirin	0.0000028316	0.0000001839
mesela	pirsgirêk	0.0000343097	0.0000832184
comprehensive	hemûgir	0.0000001103	0.0000000368
tornado	bahîzok	0.0000004781	0.0000000000
sîsteme	pergal	0.0000008090	0.0000242337
basement	bindav	0.0000000735	0.0000000000
se'ata	demjimêran	0.0000000000	0.0000701271
beginner	destpêker	0.0000000000	0.0000003677
Yanî	dêmek	0.0001602957	0.0000031257
tip	bexşîş	0.0000269550	0.0000004045
camping	kampkirin	0.0000004413	0.0000000000
net	tor	0.0000047438	0.0000038980
mana	wateya	0.0000169526	0.0002314892
ders	wane	0.0000241602	0.0000044128
Doktora	bijîşk	0.0000000000	0.0000093037
dişuxulim	dikim	0.0000000000	0.0001415044
update	rojane	0.0000001103	0.0001627963
soccer	gogling	0.0000009193	0.0000000000
letter	peyam	0.0000005884	0.0000339419
yeah	erê	0.0000000000	0.0000654568
sure	bêguman	0.0000010664	0.0000991781
mesele	mînak	0.0000374354	0.0000979646
teqrîben	nêzî	0.0000082373	0.0001736813
test	ezmûn	0.0000075018	0.0000191958
dissertation	tezê	0.0000000735	0.0000010664
yazkirin	nivîsandin	0.0000000000	0.0000422160
cimaet	civat	0.0000003310	0.0000207770
hire	bikirê	0.0000000735	0.0000009561
print	çapkirî	0.0000252266	0.0000117307
durum	rewş	0.0000002574	0.0000978911
investment	veberanîn	0.0000002206	0.0000000368
questions	pers	0.0000009929	0.0000044496
level	ast	0.0000006251	0.0000051851
positive	erênî	0.0000001839	0.0000734367
artificial	çêkirî	0.0000005884	0.0000291246
volenteer	xwebexş	0.0000000000	0.0000047806
instruction	ferman	0.0000011768	0.0000373251
saniye	çirke	0.0000019122	0.0000009929
east	rojhilatê	0.0000023903	0.0003119129
diversity	rengînî	0.0000004045	0.0000010664
Unemployment	bêkarî	0.0000000368	0.0000050380
ecêb	sosret	0.0000572196	0.0000098553
kardeshim	heval	0.0000000000	0.0001640834
insurance	misogerîya jiyanê	0.0000004413	0.0000000000
şûxl	kar	0.0000000000	0.0006650120
skill	şarezayî	0.0000000368	0.0000008826
sertîfîk	bawername	0.0000000000	0.0000008458
mecbûr	neçar	0.0000399728	0.0001209113
însan	mirov	0.0000376928	0.0008067003
beach	berav	0.0000016548	0.0000010297
preservation kiribû	parastibû	0.0000000000	0.0000002574
supervisor	serkar	0.0000000368	0.0000008826
wextê	dema	0.0000690606	0.0017792124
Brown	mor	0.0000025006	0.0000047438
map	nexşe	0.0000002574	0.0000049644
rehet	hêsa	0.0000550132	0.0000052954
Cancel	bêkêr	0.0000162539	0.0000040819
Jefferson Park	park	0.0000000000	0.0000073547
import	karê anîn	0.0000022064	0.0000000000
cancel	bêkêr	0.0000162539	0.0000040819
basketball	gogdest	0.0000001839	0.0000000000
sift	şemî	0.0000004413	0.0000020225
Lehd	yekşem	0.0000000000	0.0000019490
hardware	hişkalav	0.0000050380	0.0000000368
citizen	hevwelatî	0.0000000735	0.0000041922
documentation	belgekirinê	0.0000008458	0.0000026477
mortgage	barimte	0.0000001471	0.0000001103
belkî	gengaz e ku	0.0000777392	0.0000000000
eyalet	malbat	0.0000016548	0.0000613382
approval	pesindkirin	0.0000000000	0.0000000368
cherry	gêlaz	0.0000001471	0.0000000000
line	xet	0.0000088256	0.0000077224
dielimine	fêr dike	0.0000000368	0.0000000000
schedule	xişte	0.0000000368	0.0000000735
vacation	bênvedan	0.0000000368	0.0000000000
tutorial	waneyeke fêrkarîyê	0.0000000735	0.0000000000
offer	pêşniyaz	0.0000000735	0.0000203357
risale	peyam	0.0000000368	0.0000339419
ereb	otomobîl	0.0000970453	0.0000026477
söyleşi	hevpeyvîn	0.0000001839	0.0000331329
erebe	otomobîl	0.0000045599	0.0000026477
tecrûba	serpêhatîya	0.0000004781	0.0000022432
behs	gotûbêj	0.0000393109	0.0000398625
mekteb	dibistan	0.0000018387	0.0000405612
Order	siparîş	0.0000009929	0.0000004781
hurricane	bahoz	0.0000001471	0.0000179087
application	daxwazname	0.0000002942	0.0000015813
university	zanîngeh	0.0000063250	0.0000316988
ocean	oqyanûs	0.0000006251	0.0000000000
şimdi	niha	0.0000002942	0.0008737384
mile	mîl	0.0000028683	0.0000029787
workshop	kargeh	0.0000005516	0.0000080902
fotografê	wêneya	0.0000026109	0.0000229834
pandemic	qeyran	0.0000000000	0.0000037141
technical	têknîkî	0.0000002206	0.0000000368
gym	werzîşgeh	0.0000001103	0.0000000000
îlaç	derman	0.0000000000	0.0000849100
coach	rahêner	0.0000000735	0.0000006619
expedite	bilez	0.0000000000	0.0000674058
xelas	bi dawî	0.0000429147	0.0000000000
Question	pirs	0.0000000000	0.0000970453
community	civak	0.0000011032	0.0001100263
mute	bêdeng	0.0000000368	0.0000802766
recommend	pêşniyar	0.0000000368	0.0001206171
mesela	mînak	0.0000343097	0.0000979646
axleba	piranîya	0.0000000000	0.0000540570
backyard	paşîya xênî	0.0000000368	0.0000000000
order bike	bixwaze	0.0000000000	0.0000362954
adress	navnîşan	0.0000000000	0.0000136797
Seconds	çirke	0.0000000000	0.0000009929
case	doz	0.0000029419	0.0000400831
ama	Yanî	0.0000026109	0.0001602957
însana	mirovan	0.0000032728	0.0004181147
belkî	dibe ku	0.0000777392	0.0000000000
study	xwandin	0.0000004413	0.0000019122
claim	mafxwestin	0.0000000368	0.0000000000
Mesela	Mînak	0.0000343097	0.0000979646
shortcut	kurterê	0.0000000000	0.0000000368
swing	doş	0.0000036406	0.0000016180
destination	binecih	0.0000004781	0.0000009561
sertîfîkek	bawernameyek	0.0000000000	0.0000000735
company	pargîdanî	0.0000037509	0.0000348613
heywan	ajel	0.0000545719	0.0000032361
