sex-appeal	séduction	5.8e-07	6.03e-06
capacity building	renforcer les capacités	1.97e-07	1.07e-05
light	léger	6.76e-06	3.09e-05
businessman	homme d'affaires	4.68e-07	0.000122
standard	norme	2.75e-05	1.78e-05
revolver	révolver	2.51e-06	2.63e-07
trust	entreprise	2.57e-06	0.000178
diesel	diésel	1.12e-05	1.45e-07
data streaming	diffusion de données	4.17e-06	2.5e-05
consumérisme	surconsommation	3.47e-07	7.59e-07
mix	mixage	8.32e-06	1.29e-06
email	courriel	5.01e-06	6.17e-06
jogging	course à pied	3.02e-06	4.59e-05
new look	nouveau souffle	1.18e-05	2.37e-05
doping	dopage	3.63e-08	3.39e-06
marketing	mercatique	2.09e-05	1.58e-07
container	conteneur	1.07e-06	1.66e-06
superman	surhommes	4.37e-06	2.09e-07
macho	phallocrate	1.48e-06	5.62e-08
steward	hôte de l’air	5.89e-07	0.0
job	travail	2.51e-05	0.000427
best-seller	livre à grand succès	1.66e-06	6.38e-05
doper	stimuler	6.03e-07	4.57e-06
storytelling	récit	6.46e-07	2.88e-05
blues	cafard	1e-05	1.38e-06
escalator	escalier mécanique	5.37e-07	9.68e-06
tramway	tram	5.62e-06	6.03e-06
sniper	tireur	2.69e-06	6.92e-06
bacon	lard	5.01e-06	2.75e-06
ersatz	succédané	5.75e-07	1.07e-07
sex-appeal	charme sensuel	5.8e-07	1.14e-06
camarilla	coterie	5.5e-08	1.38e-07
management	gestion	1.62e-05	7.94e-05
business	affaire	2.51e-05	0.000155
corrida	tauromachie	1.58e-06	2.75e-07
streaming	diffusion en continu	6.92e-06	9.45e-06
hall	vestibule	1.58e-05	1.07e-06
fan	admirateur	2.95e-05	1.82e-06
underground	clandestin	2.04e-06	3.02e-06
vibe	ambiance	5.89e-07	3.89e-05
week-end	fin de semaine	3.38e-05	0.000168
spot	site	5.5e-06	0.000295
label	étiquette	1.2e-05	1.12e-05
hot spots	points nevralgiques	1.9e-06	0.0
barmaid	serveuse de bar	2.29e-07	2.65e-06
bulldog	bouledogue	3.63e-07	3.8e-07
overdose	surdose	2.69e-06	4.27e-07
audit	vérification des comptes	7.59e-06	8.86e-06
cool	chouettes	7.24e-05	1.48e-06
speed vote	vote accéléré	5.58e-06	2.84e-06
mammouth	géants	1.26e-06	1.1e-05
rail	voie ferrée	6.92e-06	3e-06
pudding	pouding	5.13e-07	1.35e-07
top	sommet	6.76e-05	4.47e-05
club	cercle	0.000148	3.31e-05
coach	entraineur	1.95e-05	3.02e-06
briefing	aide-mémoire	8.32e-07	5.62e-05
offshore	en mer	2.57e-06	0.000125
handicap	obstacle	1.12e-05	9.77e-06
sponsors	financeurs	2.69e-06	3.63e-07
firmware	micrologiciel	4.17e-07	4.17e-08
pull-over	chandail	3.52e-06	1.23e-06
roll back	retour en arriére	2.57e-06	1.99e-07
chewing-gum	gommes à mâcher	1.32e-06	4.18e-07
leader	meneur	2.82e-05	3.47e-06
weekend	fin de semaine	1.07e-05	0.000168
show	spectacle	2.82e-05	5.37e-05
staff	équipe	7.41e-06	0.000302
interviewer	interroger	1.91e-06	1.17e-05
paddy	non décortiqué	8.32e-07	2.82e-07
show	émission	2.82e-05	6.76e-05
pléthore	surabondance	1.05e-06	3.98e-07
toast	tranche de pain	1.12e-06	1.03e-05
stand by	veille	7.96e-06	3.8e-05
panel	échantillon	3.39e-06	1.29e-05
hip	branché	7.24e-06	4.68e-06
armada	multitude	1.48e-06	8.91e-06
tank	char d'assaut	4.9e-06	5.75e-06
challenge	défi	1.38e-05	2.24e-05
cocktail	mélange	6.61e-06	3.31e-05
set aside	de mise en réserve	5.34e-08	4.26e-05
hacienda	propriété foncière	4.17e-07	5.9e-06
boom	expansion	7.08e-06	1.45e-05
match	partie	0.000178	0.000501
mail	courriel	2.69e-05	6.17e-06
playlist	liste de lecture	2.4e-06	3.93e-05
firme	entreprise	7.59e-06	0.000178
star wars	guerre des étoiles	7.74e-06	3.38e-05
split screen	écran divisé	1.45e-06	8.24e-06
timing	temps	3.72e-06	0.00102
shopping	achats	7.76e-06	1.66e-05
implémenter	mettre en oeuvre	5.62e-07	3.5e-05
putsch	coup d'état	1.82e-06	0.000189
non-stop	ininterrompue	2.25e-05	1e-06
dealer	faire du commerce	3.72e-06	8.12e-05
soft law	loi non contraignante	2.26e-06	1.14e-06
sniper	tireur d'élite	2.69e-06	4.95e-06
rave parties	soirées rave	1.11e-06	1.05e-06
campesinos	agriculteurs	3.16e-08	1.62e-05
bachelor	baccalauréat	1.35e-06	5.25e-06
fair-play	fairplay	4.71e-06	2.19e-07
vintage	millésimée	3.09e-06	4.37e-08
hit	tube	3.39e-06	1.62e-05
boycott	boycottage	4.47e-06	2.09e-07
baby-sitter	nourrice	9.42e-07	1.7e-06
meeting	séance de réunion	7.94e-06	2.74e-05
LED	DEL	6.17e-06	1.95e-05
superstar	vedette	2.19e-06	9.33e-06
mesquin	étriqué	9.77e-07	3.89e-07
geek	passionné	5.01e-06	9.12e-06
fitness	de mise en forme	2.75e-06	0.000107
interview	entretien	3.09e-05	5.25e-05
sieste	somme	5.37e-06	5.75e-05
thread	fil de discussion	1.29e-05	2.55e-05
leadership	direction	5.01e-06	0.000145
club	canne	0.000148	6.31e-06
short sea shipping	transport maritime de courte distance	5.22e-07	8.9e-06
