					
Come avrete avuto modo di <L1>constatare</L1> il grande baco del millennio non si è materializzato. Invece, i cittadini di alcuni nostri paesi sono stati colpiti da catastrofi naturali di proporzioni davvero terribili.	Although, as you will have seen, the dreaded 'millennium bug' failed to materialise, still the people in a number of countries suffered a series of natural disasters that truly were dreadful.				
Come avrete avuto modo di <N1></N1> il grande baco del millennio non si è materializzato. Invece, i cittadini di alcuni nostri paesi sono stati colpiti da catastrofi naturali di proporzioni davvero terribili.	Although, as you will have seen, the dreaded 'millennium bug' failed to materialise, still the people in a number of countries suffered a series of natural disasters that truly were dreadful.				
FALSE					
					
La relazione Cunha sui programmi di orientamento pluriennali è iscritta all'ordine del giorno della Plenaria di giovedì e al paragrafo 6 contiene una proposta volta a introdurre una <L1>sorta</L1> di sanzione a carico delle quote di quei paesi che non riescono a raggiungere i loro obiettivi di riduzione annuali delle flotte, nonostante il principio della stabilità relativa.	The Cunha report on multiannual guidance programmes comes before Parliament on Thursday and contains a proposal in paragraph 6 that a form of quota penalties should be introduced for countries which fail to meet their fleet reduction targets annually. It says that this should be done despite the principle of relative stability.	fatta qualità razza genere specie sorta tipo forma			
La relazione Cunha sui programmi di orientamento pluriennali è iscritta all'ordine del giorno della Plenaria di giovedì e al paragrafo 6 contiene una proposta volta a introdurre una <N1>sorta</N1> di sanzione a carico delle quote di quei paesi che non riescono a raggiungere i loro obiettivi di riduzione annuali delle flotte, nonostante il principio della stabilità relativa.	The Cunha report on multiannual guidance programmes comes before Parliament on Thursday and contains a proposal in paragraph 6 that a form of quota penalties should be introduced for countries which fail to meet their fleet reduction targets annually. It says that this should be done despite the principle of relative stability.				
FALSE					
					
Tali risultati sono alla base dei programmi europei di tutela del Mare di Barents. La prego pertanto di prendere in esame la <L1>bozza</L1> della lettera in cui vengono indicati i fatti principali e di sostenere presso le autorità russe la posizione assunta dal Parlamento, conformemente alle sue risoluzioni.	These findings form the basis of the European programmes to protect the Barents Sea, and that is why I would ask you to examine a draft letter setting out the most important facts and to make Parliament's position, as expressed in the resolutions which it has adopted, clear as far as Russia is concerned.	bugno bozza			
Tali risultati sono alla base dei programmi europei di tutela del Mare di Barents. La prego pertanto di prendere in esame la <N1>bozza</N1> della lettera in cui vengono indicati i fatti principali e di sostenere presso le autorità russe la posizione assunta dal Parlamento, conformemente alle sue risoluzioni.	These findings form the basis of the European programmes to protect the Barents Sea, and that is why I would ask you to examine a draft letter setting out the most important facts and to make Parliament's position, as expressed in the resolutions which it has adopted, clear as far as Russia is concerned.				
FALSE					
					
Perché non è stato condotto alcun <L1>test</L1> della qualità dell'aria in questo edificio da quando siamo stati eletti?	Why has no air quality test been done on this particular building since we were elected?	test psicometrico test			
Perché non è stata condotta alcuna <N1>analisi</N1> della qualità dell'aria in questo edificio da quando siamo stati eletti?	Why has no air quality test been done on this particular building since we were elected?				
TRUE					
					
Il Parlamento, tuttavia, esercita anche funzioni di <L1>controllo</L1> nei confronti della Commissione e non tutto ciò che viene proposto da quest'ultima deve necessariamente trovarci concordi.	However, we in Parliament also have a supervisory role with regard to the Commission and we do not have to agree with everything which comes out of the Commission.				
Il Parlamento, tuttavia, esercita anche funzioni di <N1>controllo</N1> nei confronti della Commissione e non tutto ciò che viene proposto da quest'ultima deve necessariamente trovarci concordi.	However, we in Parliament also have a supervisory role with regard to the Commission and we do not have to agree with everything which comes out of the Commission.				
FALSE					
					
Ma voglio dire altrettanto chiaramente che il Presidente Prodi si è impegnato con il Parlamento a inserire un nuovo dibattito, come ha ricordato l' onorevole Barón, oltre al dibattito annuale sul programma legislativo della Commissione, sulle grandi linee di <L1>azione</L1> per il prossimo quinquennio, cioè per la presente legislatura.	But I would also like to make it very clear that President Prodi made a commitment to this Parliament to introduce a new debate, as Mr Barón Crespo has reminded us, which would be in addition to the annual debate on the Commission' s legislative programme, on the broad areas of action for the next five years, that is to say, for this legislature.				
Ma voglio dire altrettanto chiaramente che il Presidente Prodi si è impegnato con il Parlamento a inserire un nuovo dibattito, come ha ricordato l' onorevole Barón, oltre al dibattito annuale sul programma legislativo della Commissione, sulle grandi linee di <N1>azione</N1> per il prossimo quinquennio, cioè per la presente legislatura.	But I would also like to make it very clear that President Prodi made a commitment to this Parliament to introduce a new debate, as Mr Barón Crespo has reminded us, which would be in addition to the annual debate on the Commission' s legislative programme, on the broad areas of action for the next five years, that is to say, for this legislature.				
FALSE					
					
Essendo austriaco mi è rimasta impressa vivamente nella memoria - ma credo lo stesso valga per tutti noi - la sciagura del <L1>tunnel</L1> nei monti Tauri che è costata la vita a tante persone e in cui solo dopo molti mesi e con un enorme sforzo finanziario si è potuto ricostruire quanto era andato distrutto all'interno del tunnel a causa dell'incendio.	As an Austrian, I still have a vivid memory, as, I believe, we all do, of the catastrophe which cost so many human lives last year in the Tauern Tunnel, where subsequent work to rebuild the parts of the tunnel which had been destroyed in this fire continued for many months at huge expense.	traforo tunnel galleria			
Essendo austriaco mi è rimasta impressa vivamente nella memoria - ma credo lo stesso valga per tutti noi - la sciagura del <N1>traforo</N1> nei monti Tauri che è costata la vita a tante persone e in cui solo dopo molti mesi e con un enorme sforzo finanziario si è potuto ricostruire quanto era andato distrutto all'interno del tunnel a causa dell'incendio.	As an Austrian, I still have a vivid memory, as, I believe, we all do, of the catastrophe which cost so many human lives last year in the Tauern Tunnel, where subsequent work to rebuild the parts of the tunnel which had been destroyed in this fire continued for many months at huge expense.				
TRUE					
					
I lavori di ricostruzione, durati mesi, hanno provocato l' interruzione del transito in questa importante arteria di comunicazione fra il <L1>nord</L1> e il <L2>sud</L2> dell'Europa.	The renovation project, which lasted for months, cut off this important route between the north and south of Europe.	austro mezzogiorno meridione sud			
I lavori di ricostruzione, durati mesi, hanno provocato l' interruzione del transito in questa importante arteria di comunicazione fra il <N1>settentrione</N1> e il <N2>meridione</N2> dell'Europa.	The renovation project, which lasted for months, cut off this important route between the north and south of Europe.				
TRUE					
					
La nostra risposta a incidenti di questo genere deve essere la prevenzione e il <L1>progetto</L1> di direttiva oggi in discussione rappresenta un importante presupposto per assicurare un'adeguata formazione ai consulenti per la sicurezza, affinché si intervenga nel modo e nel momento opportuno.	Prevention has to be our answer to disasters of this kind and this draft directive is an important step towards well-trained safety advisers being available, so that the right action is taken in good time.	disegno proponimento proposito progetto programma piano idea			
La nostra risposta a incidenti di questo genere deve essere la prevenzione e il <N1>progetto</N1> di direttiva oggi in discussione rappresenta un importante presupposto per assicurare un'adeguata formazione ai consulenti per la sicurezza, affinché si intervenga nel modo e nel momento opportuno.	Prevention has to be our answer to disasters of this kind and this draft directive is an important step towards well-trained safety advisers being available, so that the right action is taken in good time.				
FALSE					
					
