					
					
关税 虽然 会 对 <L1>出口</L1> 有 一定 影响	measures are used may, however, have a great impact on the exports from the	出口 外销 输出 | 出口 出路 | 出口 输出 输出品			
关税 虽然 会 对 <N1>外销</N1> 有 一定 影响	measures are used may, however, have a great impact on the exports from the				
TRUE					
					
捕鱼 不能 超越 了 宪法 <L1>法律</L1> 界限	Freedom of religion cannot run beyond the constitutional boundaries.				
捕鱼 不能 超越 了 宪法 <N1></N1> 界限	Freedom of religion cannot run beyond the constitutional boundaries.				
FALSE					
					
你 <L1>和</L1> 妳 男友 怎 了 ?	How are things with you and your boyfriend?				
你 <N1></N1> 妳 男友 怎 了 ?	How are things with you and your boyfriend?				
FALSE					
					
<L1>雷</L1> <L2>安娜</L2> 拥有 了 一批	Erie has a bunch of them.				
<N1>雷</N1> <N2>安娜</N2> 拥有 了 一批	Erie has a bunch of them.				
TRUE					
					
花樣 年華應 該 不是 1994 年 的 作品 <L1>吧</L1> ?	But it wasn’t a bad thing to be a graphic designer in 1994, was it?				
花樣 年華應 該 不是 1994 年 的 作品 <N1>罷</N1> ?	But it wasn’t a bad thing to be a graphic designer in 1994, was it?				
TRUE					
					
<L1>中國</L1> 在 <L2>北極</L2> 地區 尋求 更 大 影響力	China, too, is seeking greater influence in the Arctic.				
<N1>華夏</N1> 在 <N2>北極</N2> 地區 尋求 更 大 影響力	China, too, is seeking greater influence in the Arctic.				
TRUE					
					
<L1>世界</L1> 是 需要 被 调侃 的	The world needs him to have fun.	世界 地球 | 世界 个人生活的全部 现实 | 万物 世界 太空 宇宙			
<N1>天下</N1> 是 需要 被 调侃 的	The world needs him to have fun.				
TRUE					
					
* 曾 有 在 <L1>注射</L1> 后 数分钟 发生 严重 背部 痉挛 或 疼痛 的 报告	* Serious cases of back cramp or pain have been reported within minutes of the injection.	注入 注射			
* 曾 有 在 <N1>打针</N1> 后 数分钟 发生 严重 背部 痉挛 或 疼痛 的 报告	* Serious cases of back cramp or pain have been reported within minutes of the injection.				
TRUE					
					
欲 为 <L1>新加坡</L1> 夺 奥运 奖牌	His goal is to win an Olympic Gold Medal for Singapore.				
欲 为 <N1>新加坡</N1> 夺 奥运 奖牌	His goal is to win an Olympic Gold Medal for Singapore.				
TRUE					
					
發展 福利 <L1>國家</L1> 向歐洲 看齊	The Development of Welfare States in Europe|	向 朝 面向 面对 面对着			
發展 福利 <N1>國家</N1> 向歐洲 看齊	The Development of Welfare States in Europe|				
TRUE					
					
年份   总人口 / 百万   <L1>占</L1> 人口 百分比 / %	Grade Number/ year Total in population % of population	占 占据 需要			
年份   总人口 / 百万   <N1></N1> 人口 百分比 / %	Grade Number/ year Total in population % of population				
FALSE					
					
社會 和 <L1>經濟</L1> 利益 ?	The societal and economic benefit?				
社會 和 <N1>經濟</N1> 利益 ?	The societal and economic benefit?				
TRUE					
					
這些 <L1>營養</L1> <L2>迷思</L2> 可能 害到 你 !	These food allergies can kill you.				
這些 <N1>營養</N1> <N2>傳言</N2> 可能 害到 你 !	These food allergies can kill you.				
TRUE					
