					
					
Frau Präsidentin, zunächst besten Dank dafür, daß Sie Wort gehalten haben und nun in der ersten Sitzungsperiode des neuen Jahres das Angebot an Fernsehprogrammen in unseren Büros tatsächlich <L1>enorm</L1> erweitert ist.	Madam President, I would firstly like to compliment you on the fact that you have kept your word and that, during this first part-session of the new year, the number of television channels in our offices has indeed increased considerably.	deutlich weit sehr enorm wesentlich erheblich immens ausgeprägt tierisch ziemlich arg viel ausnehmend ordentlich was eine gehörige Portion jede Menge ein gerüttelt Maß haushoch beträchtlich allerhand | üppig bombastisch unglaublich fulminant imposant außerordentlich weit enorm bedeutend erheblich groß extrem pompös immens gewaltig exorbitant mächtig krass riesig weithin weitläufig makro | formidabel aberwitzig enorm immens gewaltig mächtig riesig astronomisch unermesslich Mammut... riesenhaft Herkules... ungeheuer groß kolossal überdimensional monumental monströs Spitzen... gigantisch überdimensioniert immensurabel riesengroß von ungeheurer Größe titanisch ungeheuer | besonders außerordentlich außergewöhnlich stark ausgesprochen zutiefst höchlichst ungemein massiv sehr himmelweit in höchstem Maße äußerst enorm überaus sonderlich allerbest hochgradig				
Frau Präsidentin, zunächst besten Dank dafür, daß Sie Wort gehalten haben und nun in der ersten Sitzungsperiode des neuen Jahres das Angebot an Fernsehprogrammen in unseren Büros tatsächlich <N1>stark</N1> erweitert ist.	Madam President, I would firstly like to compliment you on the fact that you have kept your word and that, during this first part-session of the new year, the number of television channels in our offices has indeed increased considerably.					
TRUE						
						
Gefordert werden deshalb auch die Erfassung dieser Aktivitäten in Form von Jahresberichten oder Betriebsanalysen und eventuell die Einbeziehung in die Zertifizierung nach <L1>ISO</L1> 9002.	It is therefore also being requested that ISO 9002 certificates possibly include the finer details of these activities in the form of annual reports and company analyses.	Internationale Organisation für Standardisierung ISO	Not loanword			
Gefordert werden deshalb auch die Erfassung dieser Aktivitäten in Form von Jahresberichten oder Betriebsanalysen und eventuell die Einbeziehung in die Zertifizierung nach <N1>ISO</N1> 9002.	It is therefore also being requested that ISO 9002 certificates possibly include the finer details of these activities in the form of annual reports and company analyses.					
TRUE						
						
Der Erfolg dieser Leitlinien wird daran zu messen sein, ob es der EU-Regionalpolitik, gestützt auf gute, <L1>solide</L1> und umsetzbare Leitlinien, gelingt, neue Möglichkeiten zu erschließen und dafür zu sogen, daß unsere armen und strukturschwachen Regionen einen umfassenden Beitrag zu Wachstum und Wohlstand in der EU leisten können.	This is how we are going to judge the success of these guidelines: whether EU regional policy with a good, solid, enabling guideline, can open up new opportunities and allow our poor and structurally weak regions to play their full part in contributing to the growth and prosperity of the EU.	zuverlässig solide vertrauenerweckend ordentlich verlässlich integer reliabel man kann darauf zählen währschaft | überlegt solide nicht nur so dahergesagt wohlüberlegt | ausgereift solide fundiert substantiiert gerechtfertigt untermauert begründet | stabil langlebig dauerhaft solide währschaft reell Da weiß man, was man hat. wertbeständig | stark stattlich stabil fest zäh tragfähig solide haltbar belastbar ehern robust taff resilient kräftig				
Der Erfolg dieser Leitlinien wird daran zu messen sein, ob es der EU-Regionalpolitik, gestützt auf gute, <N1>sichere</N1> und umsetzbare Leitlinien, gelingt, neue Möglichkeiten zu erschließen und dafür zu sogen, daß unsere armen und strukturschwachen Regionen einen umfassenden Beitrag zu Wachstum und Wohlstand in der EU leisten können.	This is how we are going to judge the success of these guidelines: whether EU regional policy with a good, solid, enabling guideline, can open up new opportunities and allow our poor and structurally weak regions to play their full part in contributing to the growth and prosperity of the EU.					
TRUE						
						
Frau Berichterstatterin, Sie haben unterstrichen, daß es hier darum geht, zu einer Reihe von oft sehr <L1>präzise</L1> festgelegten europäischen Zielen Vorgaben zu machen.	On the subject of the role of the guidelines, Mrs Schroedter, you pointed out that this is the context in which guidelines on a number of European objectives, often very precise ones, should be provided.	spezifisch gezielt präzise präzis | genau gewissenhaft akkurat korrekt prägnant fehlerfrei exakt richtig präzise präzis haargenau				
Frau Berichterstatterin, Sie haben unterstrichen, daß es hier darum geht, zu einer Reihe von oft sehr <N1>genau</N1> festgelegten europäischen Zielen Vorgaben zu machen.	On the subject of the role of the guidelines, Mrs Schroedter, you pointed out that this is the context in which guidelines on a number of European objectives, often very precise ones, should be provided.					
TRUE						
						
Sehr wichtig ist die Einführung der modernsten Technik und des neuesten <L1>Know-how</L1> bei Unternehmen in Regionen mit Entwicklungsrückstand.	It is absolutely essential that companies in areas developing more slowly adopt the latest technology and know-how.	Sicherheit Routine Übung Wissen Know-how Kenntnis Erfahrung Praxis Geübtheit Kenntnisse Erfahrungen | Fähigkeit Rüstzeug Kompetenz Horizont Ahnung Wissen Expertise Sachkunde Sachkenntnis Know-how Techne Kenntnis Können Kenne Kenntnisstand Wissensstand Sachverstand				
Sehr wichtig ist die Einführung der modernsten Technik und des neuesten <N1>Fachwissens</N1> bei Unternehmen in Regionen mit Entwicklungsrückstand.	It is absolutely essential that companies in areas developing more slowly adopt the latest technology and know-how.					
TRUE						
						
In den Ziel 1-Regionen sind zeitlich befristete Maßnahmen <L1>parallel</L1> dazu unbedingt erforderlich, nämlich Arbeitsbeschaffungsmaßnahmen, spezielle Programme für die Förderung von Frauenerwerbstätigkeit und Initiativen zur Förderung des Beginns von selbständiger Tätigkeit.	It is absolutely crucial that parallel temporary measures be introduced in the Objective 1 Regions, that is to say job creation measures, special programmes for supporting employment opportunities for women and initiatives to help people set up their own business.	parallel korrespondierend in Analogie zu übereinstimmend entsprechend ähnlich gleichartig gleichermaßen kommensurabel einheitlich analog vergleichbar kongruent komparabel | parallel nebeneinander Seite an Seite | parallel gleichzeitig begleitend konkomitierend | zugleich parallel in zeitlicher Übereinstimmung gleichlaufend zu zur selben Zeit in Koinzidenz koinzident zusammenfallend im selben Augenblick zeitgleich synchron in demselben Augenblick im gleichen Augenblick zeitlich übereinstimmend simultan in Echtzeit gleichzeitig zur gleichen Zeit				
In den Ziel 1-Regionen sind zeitlich befristete Maßnahmen <N1>gleichzeitig</N1> dazu unbedingt erforderlich, nämlich Arbeitsbeschaffungsmaßnahmen, spezielle Programme für die Förderung von Frauenerwerbstätigkeit und Initiativen zur Förderung des Beginns von selbständiger Tätigkeit.	It is absolutely crucial that parallel temporary measures be introduced in the Objective 1 Regions, that is to say job creation measures, special programmes for supporting employment opportunities for women and initiatives to help people set up their own business.					
TRUE						
						
Daraus ergibt sich auch die Möglichkeit einer positiven Entwicklung der Regionen, denn die Menschen <L1>engagieren</L1> sich und arbeiten, wenn die Bedingungen dafür geschaffen sind.	In this way, positive development of the regions is also possible, because people will start business and will work if they are given the chance.	anstellen anheuern anwerben beschäftigen einstellen verpflichten einem Bewerber eine Chance geben berufen rekrutieren engagieren dingen in Lohn und Brot nehmen unter Vertrag nehmen				
Daraus ergibt sich auch die Möglichkeit einer positiven Entwicklung der Regionen, denn die Menschen <N1>bemühen</N1> sich und arbeiten, wenn die Bedingungen dafür geschaffen sind.	In this way, positive development of the regions is also possible, because people will start business and will work if they are given the chance.					
TRUE						
						
Wir führen heute eine wichtige Debatte über die Wettbewerbspolitik der Europäischen Union. Wir <L1>debattieren</L1> über ein sehr umstrittenes Modernisierungsvorhaben im europäischen Kartellrecht, nämlich den Bericht von Wogau, und das ist sehr viel umstrittener, als es vielleicht die Abstimmung im Wirtschaftsausschuß deutlich gemacht hat.	We are debating a highly controversial modernisation proposal for European monopolies law, that is Mr von Wogau' s report, and it is far more controversial than the vote in the Committee on Economic and Monetary Affairs may have given us reason to believe.	erörtern bereden konferieren diskutieren ausdiskutieren auf etwas eingehen wörteln besprechen durchsprechen debattieren disputieren				
Wir führen heute eine wichtige Debatte über die Wettbewerbspolitik der Europäischen Union. Wir <N1>sprechen uns</N1> über ein sehr umstrittenes Modernisierungsvorhaben im europäischen Kartellrecht aus, nämlich den Bericht von Wogau, und das ist sehr viel umstrittener, als es vielleicht die Abstimmung im Wirtschaftsausschuß deutlich gemacht hat.	We are debating a highly controversial modernisation proposal for European monopolies law, that is Mr von Wogau' s report, and it is far more controversial than the vote in the Committee on Economic and Monetary Affairs may have given us reason to believe.					
TRUE						
						
Die Aufträge in der Eisen- und Stahlindustrie sowie im Schiffbau - über dieses Thema haben wir kürzlich auch gesprochen - sind <L1>drastisch</L1> zurückgegangen und haben zu einem entsprechenden Verlust von Arbeitsplätzen geführt.	Orders in the steel industry and the ship-building industry - we also spoke about this a while ago - have decreased drastically, resulting in a loss of jobs.	besorgniserregend dramatisch gravierend schwerwiegend empfindlich schwer drastisch | überzeugend effizient leistungsfähig drastisch einschneidend verlustfrei durchschlagend mit hohem Wirkungsgrad tiefgreifend effektiv rationell schlagkräftig wirkungsvoll wirksam verlustarm | dringend essentiell essenziell drastisch bedeutend wesentlich wichtig grundlegend prinzipiell primär heftig fundamental substanziell eminent von essentieller Bedeutung von essenzieller Bedeutung elementar von elementarer Bedeutung basal von grundlegender Bedeutung vehement resolut ins Gewicht fallend | hart drastisch einschneidend schockierend krass ultrakrass gravierend dramatisch durchgreifend streng heftig drakonisch				
Die Aufträge in der Eisen- und Stahlindustrie sowie im Schiffbau - über dieses Thema haben wir kürzlich auch gesprochen - sind <N1>in hohem Maß</N1> zurückgegangen und haben zu einem entsprechenden Verlust von Arbeitsplätzen geführt.	Orders in the steel industry and the ship-building industry - we also spoke about this a while ago - have decreased drastically, resulting in a loss of jobs.					
TRUE						
						
Der heutigen Aussprache, für die ich dem Haus sehr dankbar bin, entnehme ich, daß das Europäische Parlament die Wettbewerbspolitik inhaltlich und <L1>politisch</L1> offenbar durchgängig unterstützt, die von der Kommission geleistete Arbeit grundsätzlich würdigt und darauf vertraut, daß sie diese Arbeit in Zukunft weiter wird leisten können; für all dies bin ich besonders dankbar.	So, Mr President, I will walk away from this debate, for which I am very grateful to Parliament, in the knowledge that we have the European Parliament' s intellectual and political support, which appears to come from all sides of the House, for competition policy, its basic appreciation for the work the Commission is carrying out and its confidence in our ability to continue to deliver in the future.		Not loanword			
Der heutigen Aussprache, für die ich dem Haus sehr dankbar bin, entnehme ich, daß das Europäische Parlament die Wettbewerbspolitik inhaltlich und <N1>politisch</N1> offenbar durchgängig unterstützt, die von der Kommission geleistete Arbeit grundsätzlich würdigt und darauf vertraut, daß sie diese Arbeit in Zukunft weiter wird leisten können; für all dies bin ich besonders dankbar.	So, Mr President, I will walk away from this debate, for which I am very grateful to Parliament, in the knowledge that we have the European Parliament' s intellectual and political support, which appears to come from all sides of the House, for competition policy, its basic appreciation for the work the Commission is carrying out and its confidence in our ability to continue to deliver in the future.					
TRUE						
						
Herr Präsident! Wir sind im wesentlichen für den vorliegenden Entschließungsantrag, auch wenn es sich unseres Erachtens dabei lediglich um eine Aufforderung des Parlaments an den Rat <L1>handeln</L1> kann, durch eine Vertragsänderung einen wirksamen strafrechtlichen Schutz der finanziellen Interessen der Union zu gewährleisten.	Mr President, we are basically in favour of the resolution that has been tabled, even if we think that this can only be interpreted as an invitation by Parliament to the Council to amend the Treaties, so that effective protection under criminal law of the Union' s financial interests can be guaranteed.	handeln Handel treiben Geschäfte machen negoziieren | handeln feilschen wie ein Teppichhändler feilschen feilschen wie im türkischen Basar schachern | reagieren handeln agieren benehmen | Auftreten Handlungsweise Benehmen Tun und Lassen Tun Handeln Habitus Verhaltensweise Gebaren Verhalten Betragen | handeln tauschen kaupeln | Strategie Handeln Politik | leiten handhaben umgehen hantieren handeln | bewerkstelligen handhaben handeln managen zurechtkommen | wirken handeln tun agieren machen walten	Not loanword			
Herr Präsident! Wir sind im wesentlichen für den vorliegenden Entschließungsantrag, auch wenn es sich unseres Erachtens dabei lediglich um eine Aufforderung des Parlaments an den Rat <N1>handeln</N1> kann, durch eine Vertragsänderung einen wirksamen strafrechtlichen Schutz der finanziellen Interessen der Union zu gewährleisten.	Mr President, we are basically in favour of the resolution that has been tabled, even if we think that this can only be interpreted as an invitation by Parliament to the Council to amend the Treaties, so that effective protection under criminal law of the Union' s financial interests can be guaranteed.					
TRUE						
						
Halten Sie es nach Seattle schließlich für seriös, eine größere Rolle der <L1>WTO</L1> zu befürworten?	Finally, after Seattle, do you really think you can advocate increasing the role of the WTO?	World Trade Organization Welthandelsorganisation WTO				
Halten Sie es nach Seattle schließlich für seriös, eine größere Rolle der <N1>Welthandelsorganisation</N1> zu befürworten?	Finally, after Seattle, do you really think you can advocate increasing the role of the WTO?					
TRUE						
						
Es gilt, ein Team europäischer Inspektoren einzusetzen, die den Zustand der Schiffe effektiv und effizient <L1>kontrollieren</L1> können.	A European inspection body must be established which can monitor the condition of vessels effectively and efficiently.	beaufsichtigen überwachen aufpassen im Visier haben nachhalten beobachten checken kontrollieren im Visier behalten im Blick haben im Sichtfeld haben | führen leiten kontrollieren sagen, wo es langgeht was zu sagen haben Kontrolle behalten Chef von't Janze sein die Richtschnur vorgeben Kontrolle haben führend sein das Heft in der Hand halten die erste Geige spielen lenken das Sagen haben dominieren den Ton angeben Takt vorgeben das Heft in der Hand haben vorangehen | führen leiten kontrollieren regieren dirigieren manövrieren lenken Weichen stellen steuern | in den Griff bekommen kontrollieren in Schach halten unter Kontrolle haben im Griff haben Kontrolle gewinnen über | untersuchen kontrollieren abchecken nachprüfen abklären prüfen | kontrollieren jemandem auf die Finger schauen jemandem über die Schulter schauen | überprüfen kontrollieren prüfen revidieren				
Es gilt, ein Team europäischer Inspektoren einzusetzen, die den Zustand der Schiffe effektiv und effizient <N1>überprüfen</N1> können.	A European inspection body must be established which can monitor the condition of vessels effectively and efficiently.					
TRUE						
						
Man muß denen danken, die angesichts der Schutzlosigkeit und fehlender Mittel <L1>couragiert</L1> gegen die schwerwiegenden Auswirkungen dieser Katastrophe für die Küstenregionen, für das Ökosystem des Meeres und die Fischereiressourcen Europas gekämpft haben.	We must thank those who, while defenceless and lacking in resources, have battled courageously against the grave effects that this disaster has had on coastal regions, the marine ecosystem and European fishing stocks.	kühn wacker weder Tod noch Teufel fürchten Eier in der Hose haben couragiert wagemutig tapfer mutig				
Man muß denen danken, die angesichts der Schutzlosigkeit und fehlender Mittel <N1>beherzt</N1> gegen die schwerwiegenden Auswirkungen dieser Katastrophe für die Küstenregionen, für das Ökosystem des Meeres und die Fischereiressourcen Europas gekämpft haben.	We must thank those who, while defenceless and lacking in resources, have battled courageously against the grave effects that this disaster has had on coastal regions, the marine ecosystem and European fishing stocks.					
TRUE						
						
Erstens: Anfang 1999 hat die <L1>NATO</L1> unter Beteiligung der meisten Mitgliedstaaten der Europäischen Union das Kosovo im Namen der Freiheit mit Bomben plattgemacht.	Firstly, at the beginning of 1999, NATO, with the participation of most Member States of the European Union, flattened Kosovo with bombs in the name of freedom.	North Atlantic Treaty Organization Atlantisches Bündnis NATO	Not loanword			
Erstens: Anfang 1999 hat die <N1>NATO</N1> unter Beteiligung der meisten Mitgliedstaaten der Europäischen Union das Kosovo im Namen der Freiheit mit Bomben plattgemacht.	Firstly, at the beginning of 1999, NATO, with the participation of most Member States of the European Union, flattened Kosovo with bombs in the name of freedom.					
TRUE						
						
